ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Action3-PentaClass_3,Action3_CAMEO_3,Comments_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
aRUmdaZSRYbDHqPdDRSpZKrT5AlK-cameo_200.csv_53,"No. 148 sentences I. Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney, was sentenced to two and a half years in prison for perjury and obstructing the investigation into the leaking of Central Intelligence Agency employee Valerie Plame's identity t",No. 148 ,"I. Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney, was sentenced to two and a half years in prison for perjury and obstructing the investigation into the leaking of Central Intelligence Agency employee Valerie Plame's identity t",True,"[('Source-1', 'former chief of staff', 30), ('Action-1', 'perjury and obstructing the investigation into the leaking of Central Intelligence Agency employee', 131)]","[[('Source-1', 'former chief of staff'), ('Action-1', 'perjury and obstructing the investigation into the leaking of Central Intelligence Agency employee')]]",True,4-Material Conflict,4-17 Coerce,,,,,False,[],[],True,"[('Target-1', 'Lewis ""Scooter"" Libby', 3), ('Action-1', 'sentenced to two and a half years in prison for perjury and obstructing the investigation', 83)]","[[('Target-1', 'Lewis ""Scooter"" Libby'), ('Action-1', 'sentenced to two and a half years in prison for perjury and obstructing the investigation')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,True,"[('Target-1', 'Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney', 3), ('Source-2', 'Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney,', 3), ('Action-1', 'sentenced to two and a half years in prison', 83), ('Action-2', 'obstructing', 143), ('Target-2', ""investigation into the leaking of Central Intelligence Agency employee Valerie Plame's identity t"", 159)]","[[('Target-1', 'Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney'), ('Action-1', 'sentenced to two and a half years in prison')], [('Source-2', 'Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney,'), ('Action-2', 'obstructing')], [('Action-2', 'obstructing'), ('Target-2', ""investigation into the leaking of Central Intelligence Agency employee Valerie Plame's identity t"")]]",True,4-Material Conflict,4-17 Coerce,3-Verbal Conflict,3-16 Reduce Relations,,,True,"[('Target-1', 'I. Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney', 0), ('Action-1', 'was sentenced', 79)]","[[('Action-1', 'was sentenced'), ('Target-1', 'I. Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney')]]",True,4-Material Conflict,4-17 Coerce,,,,,,
aAUgZih0uAGUdaM2c3beyXY4poUi-cameo_200.csv_49,"No. 152 sentences France received nearly 90 million foreign tourists in 2018, one million more than the previous year and a new world record, according to preliminary figures released by the country's ministry of foreign affairs on Thursday.",No. 152 ,"France received nearly 90 million foreign tourists in 2018, one million more than the previous year and a new world record, according to preliminary figures released by the country's ministry of foreign affairs on Thursday.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aCS6tTO05CdEPpODTiUbPSnSy4pq-cameo_200.csv_55,"No. 146 sentences Prostitutes stand behind red-lit windows, waiting for customers in Amsterdam's Red Light district, where brothels have been legal since 2000, unlike in the UK.",No. 146 ,"Prostitutes stand behind red-lit windows, waiting for customers in Amsterdam's Red Light district, where brothels have been legal since 2000, unlike in the UK.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aq9wXDzfJGjItlwiX9hnyGWvHYeO-cameo_200.csv_54,"No. 147 sentences CESME, Turkey -- NATO defense ministers are discussing nuclear planning in the face of a Soviet refusal to resume talks on limiting nuclear weapons.",No. 147 ,"CESME, Turkey -- NATO defense ministers are discussing nuclear planning in the face of a Soviet refusal to resume talks on limiting nuclear weapons.",True,[],[],False,,,,,,,False,[],[],True,"[('Location', 'CESME, Turkey', 0), ('Source-1', 'NATO defense ministers', 17), ('Action-1', 'discussing nuclear planning', 44), ('Source-2', 'Soviet', 89), ('Action-2', 'refusal to resume talks on limiting nuclear weapons', 96)]","[[('Source-1', 'NATO defense ministers'), ('Action-1', 'discussing nuclear planning')], [('Source-2', 'Soviet'), ('Action-2', 'refusal to resume talks on limiting nuclear weapons')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-12 Reject,,,,True,"[('Location', 'CESME, Turkey', 0), ('Source-1', 'NATO defense ministers', 17), ('Action-1', 'discussing', 44), ('Target-1', 'nuclear planning', 55), ('Source-2', 'Soviet', 89), ('Action-2', 'refusal to resume talks', 96), ('Target-2', 'limiting nuclear weapons', 123)]","[[('Source-1', 'NATO defense ministers'), ('Action-1', 'discussing')], [('Action-1', 'discussing'), ('Target-1', 'nuclear planning')], [('Source-2', 'Soviet'), ('Action-2', 'refusal to resume talks')], [('Action-2', 'refusal to resume talks'), ('Target-2', 'limiting nuclear weapons')]]",True,1-Verbal Cooperation,1-4 Consult,3-Verbal Conflict,3-16 Reduce Relations,,,True,"[('Source-1', 'NATO defense ministers', 17), ('Action-1', 'discussing', 44), ('Source-2', 'Soviet', 89), ('Action-2', 'refusal to resume talks', 96)]","[[('Source-1', 'NATO defense ministers'), ('Action-1', 'discussing')], [('Source-2', 'Soviet'), ('Action-2', 'refusal to resume talks')]]",True,1-Verbal Cooperation,1-4 Consult,3-Verbal Conflict,3-12 Reject,,,,
arjKmuGRAi8ezJRck1v18n8AkVeG-cameo_200.csv_50,No. 151 sentences The Department of Defense has identified 524 American service members who have died since the start of the Iraq war.,No. 151 ,The Department of Defense has identified 524 American service members who have died since the start of the Iraq war.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,"[('Source-1', 'The Department of Defense', 0), ('Action-1', 'identified', 30), ('Target-1', 'identified', 30), ('Target-1', '524 American service members who have died since the start of the Iraq war.', 41)]","[[('Source-1', 'The Department of Defense'), ('Action-1', 'identified')], [('Action-1', 'identified'), ('Target-1', '524 American service members who have died since the start of the Iraq war.')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,[],[],False,,,,,,,,
ameMlkoIMra3bNETIBlrXcnEEjIS-cameo_200.csv_51,"No. 150 sentences The Shaarawy family is divided these days not just by an ocean, but also by a war.",No. 150 ,"The Shaarawy family is divided these days not just by an ocean, but also by a war.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aw6GdNKnJlqJ64af8v6EqbZmQ3Ea-cameo_200.csv_47,"No. 154 sentences WASHINGTON, March 1 (Xinhua) -- Former South Bend, Indiana, Mayor Pete Buttigieg on Sunday night announced he is ending his presidential campaign, just two days before the Super Tuesday primary.",No. 154 ,"WASHINGTON, March 1 (Xinhua) -- Former South Bend, Indiana, Mayor Pete Buttigieg on Sunday night announced he is ending his presidential campaign, just two days before the Super Tuesday primary.",True,[],[],False,,,,,,,False,[],[],True,"[('Location', 'WASHINGTON', 0), ('Time', 'March 1', 12), ('Source-1', 'Former South Bend, Indiana, Mayor Pete Buttigieg', 32), ('Time', 'Sunday', 84), ('Action-1', 'announced he is ending his presidential campaign', 97)]","[[('Source-1', 'Former South Bend, Indiana, Mayor Pete Buttigieg'), ('Action-1', 'announced he is ending his presidential campaign')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,True,"[('Location', 'WASHINGTON', 0), ('Time', 'March 1', 12), ('Source-1', 'Former South Bend, Indiana, Mayor Pete Buttigieg', 32), ('Action-1', 'announced', 97)]","[[('Source-1', 'Former South Bend, Indiana, Mayor Pete Buttigieg'), ('Action-1', 'announced')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Former South Bend, Indiana, Mayor Pete Buttigieg', 32), ('Time', 'Sunday night', 84), ('Action-1', 'announced', 97)]","[[('Source-1', 'Former South Bend, Indiana, Mayor Pete Buttigieg'), ('Action-1', 'announced')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
a30cqqYYpfGIfklcjg69.rSenpSm-cameo_200.csv_43,"No. 158 sentences Years after she was twice convicted and then twice acquitted for murder in Italy, Amanda Knox will be taking her opinions into the public sphere through an advice column in a local Seattle publication.",No. 158 ,"Years after she was twice convicted and then twice acquitted for murder in Italy, Amanda Knox will be taking her opinions into the public sphere through an advice column in a local Seattle publication.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aZCq5a9q8ETZ6euvcrQ1EP1FgWC8-cameo_200.csv_44,"No. 157 sentences The main opposition Cambodia National Rescue Party, which had attracted the support of a new generation of voters, was dissolved in November at the request of Hun Sen's government",No. 157 ,"The main opposition Cambodia National Rescue Party, which had attracted the support of a new generation of voters, was dissolved in November at the request of Hun Sen's government",True,[],[],False,,,,,,,False,[],[],True,"[('Target-1', 'Cambodia National Rescue Party', 20), ('Action-1', 'dissolved', 119), ('Time', 'November', 132), ('Source-1', ""Hun Sen's government"", 159)]","[[('Source-1', ""Hun Sen's government""), ('Action-1', 'dissolved')], [('Action-1', 'dissolved'), ('Target-1', 'Cambodia National Rescue Party')]]",True,4-Material Conflict,4-17 Coerce,,,,,,True,"[('Target-1', 'The main opposition Cambodia National Rescue Party', 0), ('Action-1', 'dissolved', 119), ('Source-1', ""Hun Sen's government"", 159)]","[[('Source-1', ""Hun Sen's government""), ('Action-1', 'dissolved')], [('Action-1', 'dissolved'), ('Target-1', 'The main opposition Cambodia National Rescue Party')]]",True,3-Verbal Conflict,3-16 Reduce Relations,,,,,True,"[('Target-1', 'main opposition Cambodia National Rescue Party', 4), ('Action-1', 'was dissolved', 115), ('Time', 'November', 132), ('Source-1', ""Hun Sen's government"", 159)]","[[('Source-1', ""Hun Sen's government""), ('Action-1', 'was dissolved')], [('Action-1', 'was dissolved'), ('Target-1', 'main opposition Cambodia National Rescue Party')]]",True,4-Material Conflict,4-17 Coerce,,,,,,
adK1HCcq0tsAiL704vmf5xC5oYzm-cameo_200.csv_45,"No. 156 sentences Fethi Belaid / AFP | Ennahdha party leader Rached Ghannouchi arrives for a session at the Assembly of People's Representatives in Tunis on February 16, 2016.",No. 156 ,"Fethi Belaid / AFP | Ennahdha party leader Rached Ghannouchi arrives for a session at the Assembly of People's Representatives in Tunis on February 16, 2016.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,"[('Source-1', 'Ennahdha party leader Rached Ghannouchi', 21), ('Action-1', 'arrives for a session', 61), ('Target-1', ""Assembly of People's Representatives"", 90), ('Location', 'Tunis', 130), ('Time', 'February 16, 2016', 139)]","[[('Source-1', 'Ennahdha party leader Rached Ghannouchi'), ('Action-1', 'arrives for a session')], [('Action-1', 'arrives for a session'), ('Target-1', ""Assembly of People's Representatives"")]]",True,1-Verbal Cooperation,1-4 Consult,,,,,,
auia0xiQENzCn75GnjIkx5S_fjEW-cameo_200.csv_42,No. 159 sentences North Korea Admits to Nuclear Weapons North Korea announced that it possesses nuclear weapons and will withdraw indefinitely from six-party proliferation talks.,No. 159 ,North Korea Admits to Nuclear Weapons North Korea announced that it possesses nuclear weapons and will withdraw indefinitely from six-party proliferation talks.,True,[],[],False,,,,,,,False,[],[],True,"[('Source-1', 'North Korea', 0), ('Action-1', 'Admits to Nuclear Weapons', 12), ('Source-1', 'North Korea', 38), ('Action-1', 'announced that it possesses nuclear weapons', 50), ('Action-2', 'will withdraw indefinitely from six-party proliferation talks', 98)]","[[('Source-1', 'North Korea'), ('Action-1', 'Admits to Nuclear Weapons')], [('Source-1', 'North Korea'), ('Action-1', 'announced that it possesses nuclear weapons')], [('Source-1', 'North Korea'), ('Action-2', 'will withdraw indefinitely from six-party proliferation talks')]]",True,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-16 Reduce Relations,,,,True,"[('Source-1', 'North Korea', 0), ('Action-1', 'Admits', 12), ('Source-2', 'North Korea', 38), ('Source-3', 'North Korea', 38), ('Action-2', 'announced', 50), ('Action-3', 'will withdraw', 98), ('Target-3', 'six-party proliferation talks', 130)]","[[('Source-1', 'North Korea'), ('Action-1', 'Admits')], [('Source-2', 'North Korea'), ('Action-2', 'announced')], [('Source-3', 'North Korea'), ('Action-3', 'will withdraw')], [('Action-3', 'will withdraw'), ('Target-3', 'six-party proliferation talks')]]",True,2-Material Cooperation,2-8 Yield,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-16 Reduce Relations,True,"[('Source-1', 'North Korea', 0), ('Action-1', 'Admits', 12), ('Action-1', 'announced', 50), ('Action-2', 'will withdraw', 98)]","[[('Source-1', 'North Korea'), ('Action-1', 'Admits')], [('Source-1', 'North Korea'), ('Action-1', 'announced')], [('Source-1', 'North Korea'), ('Action-2', 'will withdraw')]]",True,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-12 Reject,,,,
aB4o1jNm1CoL1LwRO_EZTqv.g4sS-cameo_200.csv_46,"No. 155 sentences After nearly two decades of fighting, the death toll in the war in Afghanistan is staggering.",No. 155 ,"After nearly two decades of fighting, the death toll in the war in Afghanistan is staggering.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
ab.DFm7TXn7CdlONkQcaX5_lvSYq-cameo_200.csv_48,No. 153 sentences A cyclist has died after colliding with another rider on a country road.,No. 153 ,A cyclist has died after colliding with another rider on a country road.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
asUNDUKR7Bd0pHQrRsTy0EUioJkW-cameo_200.csv_41,"No. 160 sentences ""The Constitutional Committee should move to Damascus and act under the United Nations brokerage. It's work must not be formal, it must be real,"" he said citing the Moscow group's statement.",No. 160 ,"""The Constitutional Committee should move to Damascus and act under the United Nations brokerage. It's work must not be formal, it must be real,"" he said citing the Moscow group's statement.",True,[],[],False,,,,,,,False,[],[],True,"[('Source-1', 'Moscow group', 165), ('Action-1', 'statement', 180)]","[[('Source-1', 'Moscow group'), ('Action-1', 'statement')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
awhs9hCVY3QoL3d_ro20zeBO.FZa-cameo_200.csv_39,"No. 162 sentences Israeli Prime Minister Benjamin Netanyahu condemned Sunday the vandalism of a memorial marking the site of Strasbourg's Old Synagogue, a place of worship destroyed by the Nazis in World War II.",No. 162 ,"Israeli Prime Minister Benjamin Netanyahu condemned Sunday the vandalism of a memorial marking the site of Strasbourg's Old Synagogue, a place of worship destroyed by the Nazis in World War II.",True,"[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu', 0), ('Action-1', 'condemned', 42), ('Time', 'Sunday', 52), ('Target-1', ""vandalism of a memorial marking the site of Strasbourg's Old Synagogue"", 63)]","[[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu'), ('Action-1', 'condemned')], [('Target-1', ""vandalism of a memorial marking the site of Strasbourg's Old Synagogue""), ('Action-1', 'condemned')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,False,[],[],True,"[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu', 0), ('Action-1', 'condemned', 42), ('Time', 'Sunday', 52), ('Action-2', 'vandalism', 63), ('Target-2', ""memorial marking the site of Strasbourg's Old Synagogue"", 78)]","[[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu'), ('Action-1', 'condemned')], [('Target-2', ""memorial marking the site of Strasbourg's Old Synagogue""), ('Action-2', 'vandalism')]]",True,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-17 Coerce,,,,True,"[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu', 0), ('Action-1', 'condemned', 42), ('Target-1', 'the vandalism of a memorial', 59), ('Target-2', ""Strasbourg's Old Synagogue"", 107), ('Action-2', 'destroyed', 154), ('Target-2', 'destroyed', 154), ('Source-2', 'Nazis', 171)]","[[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu'), ('Action-1', 'condemned')], [('Action-1', 'condemned'), ('Target-1', 'the vandalism of a memorial')], [('Source-2', 'Nazis'), ('Action-2', 'destroyed')], [('Action-2', 'destroyed'), ('Target-2', ""Strasbourg's Old Synagogue"")]]",True,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-18 Assualt,,,True,"[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu', 0), ('Action-1', 'condemned', 42), ('Time', 'Sunday', 52), ('Action-2', 'vandalism', 63), ('Location', 'Strasbourg', 107), ('Target-2', ""Strasbourg's Old Synagogue, a place of worship destroyed by the Nazis in World War II"", 107)]","[[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu'), ('Action-1', 'condemned')], [('Action-2', 'vandalism'), ('Target-2', ""Strasbourg's Old Synagogue, a place of worship destroyed by the Nazis in World War II"")]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-17 Coerce,,,,
aYPSefIKdfO.n1WmLzv.ofubjh_8-cameo_200.csv_40,"No. 161 sentences Oudtshoorn - The Democratic Alliance has increased its support in Oudtshoorn by over 10%, winning the troubled municipality after the African National Congress suffered a 15% dip in the local government elections.",No. 161 ,"Oudtshoorn - The Democratic Alliance has increased its support in Oudtshoorn by over 10%, winning the troubled municipality after the African National Congress suffered a 15% dip in the local government elections.",True,[],[],False,,,,,,,False,[],[],True,"[('Location', 'Oudtshoorn', 0), ('Source-1', 'The Democratic Alliance', 13), ('Action-1', 'increased its support', 41), ('Target-1', 'Oudtshoorn', 66)]","[[('Source-1', 'The Democratic Alliance'), ('Action-1', 'increased its support')], [('Action-1', 'increased its support'), ('Target-1', 'Oudtshoorn')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,,,,,,True,"[('Source-1', 'The Democratic Alliance', 13), ('Action-1', 'increased its support', 41)]","[[('Source-1', 'The Democratic Alliance'), ('Action-1', 'increased its support')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,,,,,True,"[('Source-1', 'Democratic Alliance', 17), ('Location', 'Oudtshoorn', 66), ('Action-1', 'winning', 90)]","[[('Source-1', 'Democratic Alliance'), ('Action-1', 'winning')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,,,,,,
aQaGlS23r6aZSOZdoOGWvemCZIJq-cameo_200.csv_35,"No. 166 sentences Since the government apologised for its sluggish and ineffectual response to the Grenfell Tower fire, some steps have been taken to address the disaster.",No. 166 ,"Since the government apologised for its sluggish and ineffectual response to the Grenfell Tower fire, some steps have been taken to address the disaster.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,"[('Source-1', 'government', 10), ('Action-1', 'apologised', 21), ('Target-1', 'sluggish and ineffectual response to the Grenfell Tower fire,', 40)]","[[('Source-1', 'government'), ('Action-1', 'apologised')], [('Action-1', 'apologised'), ('Target-1', 'sluggish and ineffectual response to the Grenfell Tower fire,')]]",True,2-Material Cooperation,2-8 Yield,,,,,True,"[('Source-1', 'government', 10), ('Action-1', 'apologised', 21)]","[[('Source-1', 'government'), ('Action-1', 'apologised')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
aC0trac6ngX0Odsn8H6z96577q3K-cameo_200.csv_38,No. 163 sentences The Metropolitan Police Department Wednesday held a memorial service for its police dogs.,No. 163 ,The Metropolitan Police Department Wednesday held a memorial service for its police dogs.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,"[('Source-1', 'The Metropolitan Police Department', 0), ('Action-1', 'held a memorial service', 45), ('Target-1', 'police dogs', 77)]","[[('Source-1', 'The Metropolitan Police Department'), ('Action-1', 'held a memorial service')], [('Action-1', 'held a memorial service'), ('Target-1', 'police dogs')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,[],[],False,,,,,,,,
alzt.bY06z71ut.IQHcpMKGC7cPK-cameo_200.csv_22,No. 179 sentences WASHINGTON -- The Supreme Court seemed divided Tuesday over whether employers' religious beliefs can free them from a part of the new health care law that requires that they provide coverage of birth control for employees at no extra charge.,No. 179 ,WASHINGTON -- The Supreme Court seemed divided Tuesday over whether employers' religious beliefs can free them from a part of the new health care law that requires that they provide coverage of birth control for employees at no extra charge.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,"[('Location', 'WASHINGTON', 0), ('Source-1', 'The Supreme Court', 14), ('Action-1', 'seemed divided', 32)]","[[('Source-1', 'The Supreme Court'), ('Action-1', 'seemed divided')]]",True,3-Verbal Conflict,3-12 Reject,,,,,True,[],[],False,,,,,,,,
a3RMGtDme7nq7t3dEEvnRvzX2sNy-cameo_200.csv_27,"No. 174 sentences SEOUL, Nov. 26 (Xinhua) -- South Korea's ICT ministry decided Monday to inspect all telecommunication facilities after a fire paralyzed communication devices and Internet services in a large part of the capital, according to local media reports.",No. 174 ,"SEOUL, Nov. 26 (Xinhua) -- South Korea's ICT ministry decided Monday to inspect all telecommunication facilities after a fire paralyzed communication devices and Internet services in a large part of the capital, according to local media reports.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,"[('Location', 'SEOUL', 0), ('Time', 'Nov. 26', 7), ('Source-1', ""South Korea's ICT ministry"", 27), ('Action-1', 'decided', 54), ('Target-1', 'decided', 54), ('Action-1', 'to inspect', 69), ('Target-1', 'all telecommunication facilities after a fire paralyzed communication devices and Internet services in a large part of the capital', 80)]","[[('Source-1', ""South Korea's ICT ministry""), ('Action-1', 'decided')], [('Source-1', ""South Korea's ICT ministry""), ('Action-1', 'to inspect')], [('Action-1', 'decided'), ('Target-1', 'all telecommunication facilities after a fire paralyzed communication devices and Internet services in a large part of the capital')], [('Action-1', 'to inspect'), ('Target-1', 'all telecommunication facilities after a fire paralyzed communication devices and Internet services in a large part of the capital')]]",True,3-Verbal Conflict,3-9 Investigate,,,,,True,"[('Location', 'SEOUL', 0), ('Source-1', ""South Korea's ICT ministry"", 27), ('Time', 'Monday', 62), ('Action-1', 'inspect', 72), ('Target-1', 'telecommunication facilities', 84)]","[[('Source-1', ""South Korea's ICT ministry""), ('Action-1', 'inspect')], [('Action-1', 'inspect'), ('Target-1', 'telecommunication facilities')]]",True,3-Verbal Conflict,3-9 Investigate,,,,,,
auKekmL2j26jLWzTB1RLzYV4EiSq-cameo_200.csv_24,"No. 177 sentences The high court should sit in secret when the former foreign secretary Jack Straw faces a damages claim over his alleged role in the abduction and torture of a Libyan dissident and his pregnant wife, a ruling has said.",No. 177 ,"The high court should sit in secret when the former foreign secretary Jack Straw faces a damages claim over his alleged role in the abduction and torture of a Libyan dissident and his pregnant wife, a ruling has said.",True,[],[],False,,,,,,,False,[],[],True,"[('Target-1', 'former foreign secretary Jack Straw', 45), ('Source-1', 'former foreign secretary Jack Straw', 45), ('Action-1', 'alleged role', 112), ('Action-2', 'abduction and torture of a Libyan dissident and his pregnant wife', 132)]","[[('Action-1', 'alleged role'), ('Target-1', 'former foreign secretary Jack Straw')], [('Source-1', 'former foreign secretary Jack Straw'), ('Action-2', 'abduction and torture of a Libyan dissident and his pregnant wife')]]",True,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-18 Assualt,,,,True,"[('Source-1', 'former foreign secretary Jack Straw', 45), ('Action-1', 'abduction and torture', 132), ('Target-1', 'Libyan dissident and his pregnant wife', 159)]","[[('Source-1', 'former foreign secretary Jack Straw'), ('Action-1', 'abduction and torture')], [('Action-1', 'abduction and torture'), ('Target-1', 'Libyan dissident and his pregnant wife')]]",True,4-Material Conflict,4-18 Assualt,,,,,True,"[('Source-1', 'former foreign secretary Jack Straw', 45), ('Action-1', 'abduction', 132), ('Action-1', 'torture', 146), ('Target-1', 'Libyan dissident', 159), ('Target-1', 'pregnant wife', 184), ('Source-2', 'ruling', 201), ('Action-2', 'said', 212)]","[[('Source-1', 'former foreign secretary Jack Straw'), ('Action-1', 'abduction')], [('Source-1', 'former foreign secretary Jack Straw'), ('Action-1', 'torture')], [('Action-1', 'abduction'), ('Target-1', 'Libyan dissident')], [('Action-1', 'abduction'), ('Target-1', 'pregnant wife')], [('Action-1', 'torture'), ('Target-1', 'Libyan dissident')], [('Action-1', 'torture'), ('Target-1', 'pregnant wife')]]",True,4-Material Conflict,4-17 Coerce,0-Make a Statement,0-1 Make Public Statement,,,,
