ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,1_Relevant_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Comments_3,Action3-PentaClass_3,Action3_CAMEO_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4,Action4-PentaClass_4,Action4_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
asNXqxy4ZUpemAtH8tXNJ1SndIqu-cameo_100.csv_53,"No. 48 sentences NOWSHERA: District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli, Friday suspended a clerk and launched a probe after the District Bar Association boycotted courts to protest the lock-down of the courts by the clerical staff the previous day.",No. 48 ,"NOWSHERA: District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli, Friday suspended a clerk and launched a probe after the District Bar Association boycotted courts to protest the lock-down of the courts by the clerical staff the previous day.",True,"[('Source-1', 'Judge', 32), ('Time', 'Friday', 72), ('Action-1', 'suspended', 79), ('Target-1', 'clerk', 91)]",[],True,,,,,,,True,[],[],True,True,"[('Location', 'NOWSHERA', 0), ('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Time', 'Friday', 72), ('Action-1', 'suspended', 79), ('Target-1', 'clerk', 91), ('Action-1', 'launched a probe', 101), ('Source-2', 'District Bar Association', 128), ('Action-2', 'boycotted', 153), ('Target-2', 'courts', 163), ('Action-2', 'protest', 173)]","[[('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-1', 'suspended')], [('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-1', 'launched a probe')], [('Action-1', 'suspended'), ('Target-1', 'clerk')], [('Action-1', 'launched a probe'), ('Target-1', 'clerk')], [('Source-2', 'District Bar Association'), ('Action-2', 'boycotted')], [('Source-2', 'District Bar Association'), ('Action-2', 'protest')], [('Action-2', 'boycotted'), ('Target-2', 'courts')]]",True,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-14 Protest,,,,True,"[('Location', 'NOWSHERA', 0), ('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Source-2', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Time', 'Friday', 72), ('Action-1', 'suspended', 79), ('Target-1', 'clerk', 91), ('Action-2', 'launched a probe', 101), ('Source-3', 'District Bar Association', 128), ('Action-3', 'boycotted', 153), ('Target-3', 'courts', 163), ('Action-4', 'lock-down', 185), ('Target-4', 'courts', 202), ('Source-4', 'clerical staff', 216)]","[[('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-1', 'suspended')], [('Action-1', 'suspended'), ('Target-1', 'clerk')], [('Action-3', 'boycotted'), ('Target-3', 'courts')], [('Source-4', 'clerical staff'), ('Action-4', 'lock-down')], [('Action-4', 'lock-down'), ('Target-4', 'courts')], [('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-2', 'launched a probe')], [('Source-3', 'District Bar Association'), ('Action-3', 'boycotted')]]",True,4-Material Conflict,4-17 Coerce,3-Verbal Conflict,3-9 Investigate,4-Material Conflict,4-14 Protest,4-Material Conflict,4-14 Protest,True,"[('Location', 'NOWSHERA', 0), ('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Source-2', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Time', 'Friday', 72), ('Action-1', 'suspended', 79), ('Target-1', 'clerk', 91), ('Action-2', 'launched a probe', 101), ('Source-3', 'District Bar Association', 128), ('Action-3', 'boycotted', 153), ('Action-3', 'protest', 173), ('Action-4', 'lock-down', 185), ('Source-4', 'clerical staff', 216)]","[[('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-1', 'suspended')], [('Action-1', 'suspended'), ('Target-1', 'clerk')], [('Source-2', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-2', 'launched a probe')], [('Source-3', 'District Bar Association'), ('Action-3', 'boycotted')], [('Source-3', 'District Bar Association'), ('Action-3', 'protest')], [('Source-4', 'clerical staff'), ('Action-4', 'lock-down')], [('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-2', 'launched a probe')], [('Action-3', 'boycotted'), ('Source-4', 'clerical staff')], [('Action-3', 'protest'), ('Source-4', 'clerical staff')]]",True,4-Material Conflict,4-17 Coerce,3-Verbal Conflict,3-9 Investigate,4-Material Conflict,4-14 Protest,4-Material Conflict,4-17 Coerce
aIFDlE0RzC9r1LhhjtUSMFJRISW4-cameo_100.csv_21,No. 80 sentences Japan and France signed a pact on defense equipment transfers Friday at a meeting of their foreign and defense chiefs in Tokyo to strengthen bilateral ties in security.,No. 80 ,Japan and France signed a pact on defense equipment transfers Friday at a meeting of their foreign and defense chiefs in Tokyo to strengthen bilateral ties in security.,True,"[('Source-1', 'Japan', 0), ('Source-2', 'France', 10), ('Action-1', 'signed a pact', 17)]",[],True,,,,,,,True,[],[],True,True,"[('Source-1', 'Japan', 0), ('Target-1', 'France', 10), ('Action-1', 'signed a pact on defense equipment transfers', 17), ('Time', 'Friday', 62), ('Location', 'Tokyo', 121)]","[[('Source-1', 'Japan'), ('Action-1', 'signed a pact on defense equipment transfers')], [('Action-1', 'signed a pact on defense equipment transfers'), ('Target-1', 'France')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,,,,,,True,"[('Source-1', 'Japan', 0), ('Target-1', 'France', 10), ('Action-1', 'signed a pact', 17), ('Time', 'Friday', 62), ('Location', 'Tokyo', 121)]","[[('Source-1', 'Japan'), ('Action-1', 'signed a pact')], [('Action-1', 'signed a pact'), ('Target-1', 'France')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,,,,,,,True,"[('Source-1', 'Japan', 0), ('Target-1', 'France', 10), ('Action-1', 'signed a pact', 17), ('Time', 'Friday', 62), ('Location', 'Tokyo', 121)]","[[('Source-1', 'Japan'), ('Action-1', 'signed a pact')], [('Action-1', 'signed a pact'), ('Target-1', 'France')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,,,,,,
a.l12BfnGzJkVA0JWd4aLABWtZpW-cameo_100.csv_45,No. 56 sentences Black Psychologist Gives Take On Meadows' Defense Against Charges Trump Is 'Racist',No. 56 ,Black Psychologist Gives Take On Meadows' Defense Against Charges Trump Is 'Racist',True,[],[],False,,,,,,,True,[],[],False,True,"[('Source-1', ""Meadows'"", 33), ('Action-1', 'Defense Against Charges', 42), ('Target-1', 'Trump', 66)]","[[('Source-1', ""Meadows'""), ('Action-1', 'Defense Against Charges')], [('Action-1', 'Defense Against Charges'), ('Target-1', 'Trump')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,True,"[('Source-1', 'Black Psychologist', 0), ('Action-1', 'Gives Take On', 19)]","[[('Source-1', 'Black Psychologist'), ('Action-1', 'Gives Take On')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,,True,"[('Source-1', 'Meadows', 33), ('Action-1', 'Charges', 58), ('Target-1', 'Trump', 66)]","[[('Source-1', 'Meadows'), ('Action-1', 'Charges')], [('Action-1', 'Charges'), ('Target-1', 'Trump')]]",True,3-Verbal Conflict,3-12 Reject,,,,,,
acKPY4Sp8WiL1g.Zq_37Ert21E3y-cameo_100.csv_96,"No. 5 sentences The Obama administration has begun discussions with the Senate about whether a bill aimed at forcing China to let its currency rise is ""the right approach"" to the long-running currency issue, a top U.S. official said Tuesday.",No. 5 ,"The Obama administration has begun discussions with the Senate about whether a bill aimed at forcing China to let its currency rise is ""the right approach"" to the long-running currency issue, a top U.S. official said Tuesday.",True,"[('Source-1', 'Obama administration', 4), ('Action-1', 'discussions', 35), ('Target-1', 'Senate', 56), ('Action-2', 'bill aimed at forcing', 79), ('Target-2', 'China', 101), ('Time', 'Tuesday', 217)]","[[('Action-1', 'discussions'), ('Target-1', 'Senate')], [('Action-2', 'bill aimed at forcing'), ('Target-2', 'China')]]",True,,,,,,,True,[],[],True,True,"[('Source-1', 'Obama administration', 4), ('Action-1', 'discussions', 35), ('Target-1', 'Senate', 56), ('Action-2', 'forcing', 93), ('Target-2', 'China', 101), ('Source-3', 'top U.S. official', 194), ('Action-3', 'said', 212), ('Time', 'Tuesday', 217)]","[[('Source-1', 'Obama administration'), ('Action-1', 'discussions')], [('Action-1', 'discussions'), ('Target-1', 'Senate')], [('Action-2', 'forcing'), ('Target-2', 'China')], [('Source-1', 'Obama administration'), ('Action-2', 'forcing')], [('Source-3', 'top U.S. official'), ('Action-3', 'said')]]",True,1-Verbal Cooperation,1-4 Consult,3-Verbal Conflict,3-10 Demand,,0-Make a Statement,0-1 Make Public Statement,True,"[('Source-1', 'Obama administration', 4), ('Action-1', 'begun discussions', 29), ('Target-1', 'Senate', 56), ('Source-2', 'a top U.S. official', 192), ('Action-2', 'said', 212), ('Time', 'Tuesday', 217)]","[[('Source-1', 'Obama administration'), ('Action-1', 'begun discussions')], [('Action-1', 'begun discussions'), ('Target-1', 'Senate')], [('Source-2', 'a top U.S. official'), ('Action-2', 'said')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Obama administration', 4), ('Action-1', 'has begun discussions', 25), ('Target-1', 'Senate', 56), ('Action-2', 'aimed at forcing', 84), ('Target-2', 'China', 101), ('Source-3', 'top U.S. official', 194), ('Action-3', 'said', 212), ('Time', 'Tuesday', 217)]","[[('Source-1', 'Obama administration'), ('Action-1', 'has begun discussions')], [('Action-1', 'has begun discussions'), ('Target-1', 'Senate')], [('Action-2', 'aimed at forcing'), ('Target-2', 'China')], [('Source-3', 'top U.S. official'), ('Action-3', 'said')], [('Source-1', 'Obama administration'), ('Action-2', 'aimed at forcing')], [('Target-1', 'Senate'), ('Action-2', 'aimed at forcing')]]",True,1-Verbal Cooperation,1-4 Consult,3-Verbal Conflict,3-13 Threaten,0-Make a Statement,0-1 Make Public Statement,,
a6RYM4HXQ_oVRHF2JHzZgX2LSpOC-cameo_100.csv_74,"No. 27 sentences President Trump offered on day 29 of a partial government shutdown what he described as a proposal to end the impasse, but it was one that House Speaker Nancy Pelosi had already rejected before his announcement.",No. 27 ,"President Trump offered on day 29 of a partial government shutdown what he described as a proposal to end the impasse, but it was one that House Speaker Nancy Pelosi had already rejected before his announcement.",True,"[('Source-1', 'President Trump', 0), ('Action-1', 'offered', 16), ('Action-1', 'partial government shutdown', 39)]","[[('Action-1', 'offered'), ('Action-1', 'partial government shutdown')]]",True,,,,,,,True,[],[],True,True,"[('Source-1', 'President Trump', 0), ('Action-1', 'offered', 16), ('Time', 'day 29', 27), ('Target-1', 'partial government shutdown', 39), ('Action-1', 'proposal to end', 90), ('Target-1', 'impasse', 110), ('Source-2', 'Nancy Pelosi', 153), ('Action-2', 'rejected', 178), ('Source-1', 'his', 194), ('Action-1', 'announcement', 198)]","[[('Source-1', 'President Trump'), ('Action-1', 'offered')], [('Source-1', 'President Trump'), ('Action-1', 'proposal to end')], [('Source-1', 'President Trump'), ('Action-1', 'announcement')], [('Source-1', 'his'), ('Action-1', 'offered')], [('Source-1', 'his'), ('Action-1', 'proposal to end')], [('Source-1', 'his'), ('Action-1', 'announcement')], [('Action-1', 'proposal to end'), ('Target-1', 'partial government shutdown')], [('Action-1', 'proposal to end'), ('Target-1', 'impasse')], [('Source-2', 'Nancy Pelosi'), ('Action-2', 'rejected')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-12 Reject,,,,True,"[('Source-1', 'President Trump', 0), ('Action-1', 'offered', 16), ('Target-1', 'offered', 16), ('Target-1', 'proposal to end the impasse', 90)]","[[('Source-1', 'President Trump'), ('Action-1', 'offered')], [('Action-1', 'offered'), ('Target-1', 'proposal to end the impasse')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,,,,,,,True,"[('Source-1', 'President Trump', 0), ('Action-1', 'offered', 16), ('Source-2', 'House Speaker Nancy Pelosi', 139), ('Action-2', 'had already rejected', 166)]","[[('Source-1', 'President Trump'), ('Action-1', 'offered')], [('Source-2', 'House Speaker Nancy Pelosi'), ('Action-2', 'had already rejected')], [('Action-2', 'had already rejected'), ('Source-1', 'President Trump')], [('Action-1', 'offered'), ('Source-2', 'House Speaker Nancy Pelosi')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-12 Reject,,,,
aOkY6GWIuIWjzcZkVkp9EFVaUh_m-cameo_100.csv_27,"No. 74 sentences Fethi Belaid, AFP | A member of the Tunisian security forces aims his weapon at protesters during clashes in the outskirts of Tunis late on January 10, 2018.",No. 74 ,"Fethi Belaid, AFP | A member of the Tunisian security forces aims his weapon at protesters during clashes in the outskirts of Tunis late on January 10, 2018.",True,"[('Source-1', 'Tunisian security forces', 36), ('Action-1', 'aims his weapon', 61), ('Target-1', 'protesters', 80), ('Location', 'Tunis', 126), ('Time', 'January 10, 2018', 140)]",[],True,,,,,,,True,[],[],True,True,"[('Source-1', 'member of the Tunisian security forces', 22), ('Action-1', 'aims his weapon', 61), ('Target-1', 'protesters', 80), ('Action-1', 'during clashes', 91), ('Location', 'outskirts of Tunis', 113), ('Time', 'January 10, 2018', 140)]","[[('Source-1', 'member of the Tunisian security forces'), ('Action-1', 'aims his weapon')], [('Source-1', 'member of the Tunisian security forces'), ('Action-1', 'during clashes')], [('Action-1', 'aims his weapon'), ('Target-1', 'protesters')], [('Action-1', 'during clashes'), ('Target-1', 'protesters')]]",True,4-Material Conflict,4-15 Exhibit Force Posture,,,,,,True,"[('Source-1', 'A member of the Tunisian security forces', 20), ('Action-1', 'aims his weapon', 61), ('Target-1', 'protesters', 80), ('Location', 'outskirts of Tunis', 113), ('Time', 'January 10, 2018', 140)]","[[('Source-1', 'A member of the Tunisian security forces'), ('Action-1', 'aims his weapon')], [('Action-1', 'aims his weapon'), ('Target-1', 'protesters')]]",True,4-Material Conflict,4-15 Exhibit Force Posture,,,,,,,True,"[('Source-1', 'Tunisian security forces', 36), ('Action-1', 'aims his weapon', 61), ('Target-1', 'protesters', 80), ('Location', 'outskirts of Tunis', 113), ('Time', 'January 10, 2018', 140)]","[[('Source-1', 'Tunisian security forces'), ('Action-1', 'aims his weapon')], [('Action-1', 'aims his weapon'), ('Target-1', 'protesters')]]",True,3-Verbal Conflict,3-13 Threaten,,,,,,
acQz5J6k8A7ulUsiRVrlItdXzu88-cameo_100.csv_91,No. 10 sentences A group of San Francisco first-graders took an unusual field trip to City Hall on Friday to toss rose petals on their just-married lesbian teacher - putting the public school children at the center of a fierce election battle over the fate of same-sex marr,No. 10 ,A group of San Francisco first-graders took an unusual field trip to City Hall on Friday to toss rose petals on their just-married lesbian teacher - putting the public school children at the center of a fierce election battle over the fate of same-sex marr,True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
aWhw3WNofd__yRGEO89C9JlOhOf4-cameo_100.csv_19,No. 82 sentences The UN General Assembly is set to vote on a resolution calling on the US to lift its decades-long trade embargo against Cuba.,No. 82 ,The UN General Assembly is set to vote on a resolution calling on the US to lift its decades-long trade embargo against Cuba.,True,[],[],True,,,,,,,True,[],[],True,True,"[('Source-1', 'UN General Assembly', 4), ('Action-1', 'set to vote', 27), ('Action-1', 'resolution calling on', 44), ('Target-1', 'US', 70), ('Action-1', 'lift its decades-long trade embargo against Cuba', 76)]","[[('Source-1', 'UN General Assembly'), ('Action-1', 'set to vote')], [('Source-1', 'UN General Assembly'), ('Action-1', 'resolution calling on')], [('Source-1', 'UN General Assembly'), ('Action-1', 'lift its decades-long trade embargo against Cuba')], [('Action-1', 'set to vote'), ('Target-1', 'US')], [('Action-1', 'resolution calling on'), ('Target-1', 'US')], [('Action-1', 'lift its decades-long trade embargo against Cuba'), ('Target-1', 'US')]]",True,3-Verbal Conflict,3-10 Demand,,,,,,True,"[('Source-1', 'UN General Assembly', 4), ('Action-1', 'set to vote', 27), ('Target-1', 'resolution', 44), ('Source-2', 'US', 70), ('Action-2', 'to lift', 73), ('Target-2', 'decades-long trade embargo against Cuba.', 85)]","[[('Source-1', 'UN General Assembly'), ('Action-1', 'set to vote')], [('Action-1', 'set to vote'), ('Target-1', 'resolution')], [('Source-2', 'US'), ('Action-2', 'to lift')], [('Action-2', 'to lift'), ('Target-2', 'decades-long trade embargo against Cuba.')]]",True,2-Material Cooperation,1-3 Express Intent to Coop,2-Material Cooperation,2-6 Engage in Material Coop,,,,,True,"[('Source-1', 'UN General Assembly', 4), ('Action-1', 'set to vote', 27), ('Action-2', 'calling on', 55), ('Target-2', 'US', 70), ('Action-4', 'embargo against', 104), ('Target-4', 'Cuba', 120)]","[[('Source-1', 'UN General Assembly'), ('Action-1', 'set to vote')], [('Action-2', 'calling on'), ('Target-2', 'US')], [('Action-4', 'embargo against'), ('Target-4', 'Cuba')], [('Source-1', 'UN General Assembly'), ('Action-2', 'calling on')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,1-Verbal Cooperation,0-2 Appeal,3-Verbal Conflict,3-16 Reduce Relations,,
aNquOmrvi_NA65lBr9WmiNmX42VW-cameo_100.csv_89,"No. 12 sentences An Oakland woman was fatally stabbed in front of her children by her estranged boyfriend after Oakland police failed to arrest him when he twice violated a restraining order, a $10 million wrongful-death lawsuit charges.",No. 12 ,"An Oakland woman was fatally stabbed in front of her children by her estranged boyfriend after Oakland police failed to arrest him when he twice violated a restraining order, a $10 million wrongful-death lawsuit charges.",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
awdcGBUC0FaUZgS5W8Qyvrdkoox4-cameo_100.csv_90,"No. 11 sentences An anonymous tip and five weeks of an undercover Anaheim police investigation resulted in the seizure in Mission Viejo of 121 pounds of cocaine, $17,000 in cash and the arrests of five people in connection with an alleged drug trafficking ring, authorities",No. 11 ,"An anonymous tip and five weeks of an undercover Anaheim police investigation resulted in the seizure in Mission Viejo of 121 pounds of cocaine, $17,000 in cash and the arrests of five people in connection with an alleged drug trafficking ring, authorities",True,[],[],False,,,,,,,True,[],[],False,True,"[('Source-1', 'Anaheim police', 49), ('Action-1', 'seizure', 94), ('Location', 'Mission Viejo', 105), ('Target-1', 'cocaine', 136), ('Target-1', 'cash', 156), ('Action-2', 'arrests', 169), ('Target-2', 'people in connection with an alleged drug trafficking ring', 185)]","[[('Source-1', 'Anaheim police'), ('Action-1', 'seizure')], [('Action-1', 'seizure'), ('Target-1', 'cocaine')], [('Action-1', 'seizure'), ('Target-1', 'cash')], [('Action-2', 'arrests'), ('Target-2', 'people in connection with an alleged drug trafficking ring')], [('Source-1', 'Anaheim police'), ('Action-2', 'arrests')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-17 Coerce,,,,True,"[('Source-3', 's of an', 30), ('Source-1', 'Anaheim police', 49), ('Source-2', 'Anaheim police', 49), ('Source-3', 'Anaheim police', 49), ('Action-1', 'investigation', 64), ('Action-2', 'seizure', 94), ('Target-2', '121 pounds of cocaine, $17,000 in cash', 122), ('Action-3', 'arrests', 169), ('Target-3', 'five people', 180)]","[[('Source-1', 'Anaheim police'), ('Action-1', 'investigation')], [('Action-2', 'seizure'), ('Target-2', '121 pounds of cocaine, $17,000 in cash')], [('Action-3', 'arrests'), ('Target-3', 'five people')], [('Source-1', 'Anaheim police'), ('Action-2', 'seizure')], [('Source-1', 'Anaheim police'), ('Action-3', 'arrests')]]",True,3-Verbal Conflict,3-9 Investigate,4-Material Conflict,4-15 Exhibit Force Posture,4-Material Conflict,4-17 Coerce,,,True,[],[],False,,,,,,,,
aJXV2NBVLJcI0P90NjbSAcYNCg9C-cameo_100.csv_87,No. 14 sentences CUTTACK: The National Human Rights Commission (NHRC) has directed the state government to order a Crime Branch (CB) probe into murder of undertrial prisoner (UTP) Kalia Swain.,No. 14 ,CUTTACK: The National Human Rights Commission (NHRC) has directed the state government to order a Crime Branch (CB) probe into murder of undertrial prisoner (UTP) Kalia Swain.,True,"[('Source-1', 'National Human Rights Commission', 13), ('Action-1', 'directed', 57), ('Target-1', 'state government', 70)]",[],True,,,,,,,True,"[('Source-1', 'National Human Rights Commission', 13), ('Source-1', 'NHRC', 47), ('Action-1', 'directed', 57), ('Target-1', 'state government', 70)]","[[('Source-1', 'National Human Rights Commission'), ('Action-1', 'directed')]]",True,True,"[('Location', 'CUTTACK', 0), ('Source-1', 'The National Human Rights Commission (NHRC)', 9), ('Action-1', 'directed', 57), ('Target-1', 'state government', 70), ('Action-1', 'order a Crime Branch (CB) probe', 90), ('Action-2', 'murder', 127), ('Target-2', 'undertrial prisoner (UTP) Kalia Swain', 137)]","[[('Source-1', 'The National Human Rights Commission (NHRC)'), ('Action-1', 'directed')], [('Source-1', 'The National Human Rights Commission (NHRC)'), ('Action-1', 'order a Crime Branch (CB) probe')], [('Action-1', 'directed'), ('Target-1', 'state government')], [('Action-1', 'order a Crime Branch (CB) probe'), ('Target-1', 'state government')], [('Action-2', 'murder'), ('Target-2', 'undertrial prisoner (UTP) Kalia Swain')]]",True,1-Verbal Cooperation,1-4 Consult,4-Material Conflict,4-18 Assualt,,,,True,"[('Location', 'CUTTACK', 0), ('Source-1', 'The National Human Rights Commission (NHRC)', 9), ('Action-1', 'directed', 57), ('Target-1', 'state government', 70), ('Source-3', 'state government', 70), ('Action-3', 'order a Crime Branch (CB) probe', 90), ('Action-2', 'murder', 127), ('Target-2', 'undertrial prisoner (UTP) Kalia Swain', 137)]","[[('Source-1', 'The National Human Rights Commission (NHRC)'), ('Action-1', 'directed')], [('Action-1', 'directed'), ('Target-1', 'state government')], [('Action-2', 'murder'), ('Target-2', 'undertrial prisoner (UTP) Kalia Swain')], [('Source-3', 'state government'), ('Action-3', 'order a Crime Branch (CB) probe')]]",True,3-Verbal Conflict,3-9 Investigate,4-Material Conflict,4-19 Fight,3-Verbal Conflict,3-9 Investigate,,,True,"[('Source-1', 'National Human Rights Commission (NHRC)', 13), ('Action-1', 'has directed', 53), ('Target-1', 'state government', 70), ('Action-2', 'probe into', 116), ('Target-2', 'undertrial prisoner (UTP) Kalia Swain', 137)]","[[('Source-1', 'National Human Rights Commission (NHRC)'), ('Action-1', 'has directed')], [('Action-1', 'has directed'), ('Target-1', 'state government')], [('Action-2', 'probe into'), ('Target-2', 'undertrial prisoner (UTP) Kalia Swain')], [('Target-1', 'state government'), ('Action-2', 'probe into')]]",True,3-Verbal Conflict,3-10 Demand,3-Verbal Conflict,3-9 Investigate,,,,
a81vbsZ6ecQCr2XTupwHCrifTBS8-cameo_100.csv_85,"No. 16 sentences MINGORA, Pakistan (Reuters) - A suicide bomber killed five people and wounded 40 in an attack on a security forces' convoy in Pakistan's Swat valley on Thursday, officials and witnesses said.",No. 16 ,"MINGORA, Pakistan (Reuters) - A suicide bomber killed five people and wounded 40 in an attack on a security forces' convoy in Pakistan's Swat valley on Thursday, officials and witnesses said.",True,"[('Source-1', 'suicide bomber', 32), ('Action-1', 'killed', 47), ('Target-1', 'people', 59), ('Action-2', 'wounded', 70), ('Action-3', 'attack', 87), ('Target-2', ""security forces' convoy"", 99)]","[[('Action-1', 'killed'), ('Target-1', 'people')], [('Action-2', 'wounded'), ('Target-1', 'people')]]",True,4-Material Conflict,4-18 Assualt,4-Material Conflict,4-18 Assualt,4-Material Conflict,4-18 Assualt,True,"[('Location', 'Pakistan', 9), ('Source-1', 'suicide bomber', 32), ('Action-1', 'killed', 47), ('Target-1', 'people', 59), ('Action-1', 'wounded', 70), ('Target-1', 'security forces', 99), ('Time', 'Thursday', 152)]","[[('Source-1', 'suicide bomber'), ('Action-1', 'killed')], [('Target-1', 'people'), ('Action-1', 'wounded')]]",True,True,"[('Location', 'MINGORA, Pakistan', 0), ('Source-1', 'suicide bomber', 32), ('Action-1', 'killed', 47), ('Target-1', 'people', 59), ('Action-1', 'wounded', 70), ('Action-1', 'attack', 87), ('Target-1', ""security forces' convoy"", 99), ('Location', ""Pakistan's Swat valley"", 126), ('Time', 'Thursday', 152), ('Source-2', 'officials and witnesses', 162), ('Action-2', 'said', 186)]","[[('Source-1', 'suicide bomber'), ('Action-1', 'killed')], [('Source-1', 'suicide bomber'), ('Action-1', 'wounded')], [('Source-1', 'suicide bomber'), ('Action-1', 'attack')], [('Action-1', 'killed'), ('Target-1', 'people')], [('Action-1', 'attack'), ('Target-1', ""security forces' convoy"")], [('Action-1', 'attack'), ('Target-1', 'people')], [('Source-2', 'officials and witnesses'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,,True,"[('Location', 'MINGORA, Pakistan', 0), ('Source-1', 'A suicide bomber', 30), ('Source-2', 'A suicide bomber', 30), ('Action-1', 'killed', 47), ('Target-1', 'five people', 54), ('Action-1', 'wounded', 70), ('Target-1', '40', 78), ('Action-2', 'attack', 87), ('Target-2', ""security forces' convoy"", 99), ('Location', ""Pakistan's Swat valley"", 126), ('Time', 'Thursday', 152), ('Source-3', 'officials', 162), ('Source-4', 'witnesses', 176), ('Action-3', 'said', 186)]","[[('Source-1', 'A suicide bomber'), ('Action-1', 'killed')], [('Source-1', 'A suicide bomber'), ('Action-1', 'wounded')], [('Action-1', 'killed'), ('Target-1', 'five people')], [('Action-1', 'wounded'), ('Target-1', '40')], [('Source-2', 'A suicide bomber'), ('Action-2', 'attack')], [('Action-2', 'attack'), ('Target-2', ""security forces' convoy"")], [('Source-3', 'officials'), ('Action-3', 'said')], [('Source-4', 'witnesses'), ('Action-3', 'said')]]",True,4-Material Conflict,4-19 Fight,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Source-1', 'suicide bomber', 32), ('Action-1', 'killed', 47), ('Target-1', 'people', 59), ('Action-1', 'wounded', 70), ('Action-1', 'attack', 87), ('Target-1', ""security forces' convoy"", 99), ('Location', ""Pakistan's Swat valley"", 126), ('Time', 'Thursday', 152), ('Source-2', 'officials', 162), ('Source-2', 'witnesses', 176), ('Action-2', 'said', 186)]","[[('Source-1', 'suicide bomber'), ('Action-1', 'killed')], [('Source-1', 'suicide bomber'), ('Action-1', 'wounded')], [('Source-1', 'suicide bomber'), ('Action-1', 'attack')], [('Action-1', 'killed'), ('Target-1', 'people')], [('Action-1', 'wounded'), ('Target-1', 'people')], [('Action-1', 'attack'), ('Target-1', ""security forces' convoy"")], [('Source-2', 'officials'), ('Action-2', 'said')], [('Source-2', 'witnesses'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,,
