ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,1_Relevant_2,Action1-PentaClass_2,Action1_CAMEO_2,Action2-PentaClass_2,Action2_CAMEO_2,Action3-PentaClass_2,Action3_CAMEO_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Action3-PentaClass_3,Action3_CAMEO_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
aFgj6sjIVzk84X8IEXhi6oUZYI3G-cameo_100.csv_49,"No. 26 sentences 'People with dead-like faces are sitting along the former streets on bundles,' he said.",No. 26 ,"'People with dead-like faces are sitting along the former streets on bundles,' he said.",True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
aZqkncwPk5hqZfE5TFThBNyM1Psu-cameo_100.csv_48,"No. 13 sentences BLUE SPRINGS, Mo. (AP) -- A suburban Kansas City man has died of his injuries in a shooting at a Blue Springs home that also killed a woman, police said.",No. 13 ,"BLUE SPRINGS, Mo. (AP) -- A suburban Kansas City man has died of his injuries in a shooting at a Blue Springs home that also killed a woman, police said.",True,[],[],False,,,,,,,True,"[('Location', 'BLUE SPRINGS, Mo', 0), ('Location', 'Kansas City', 37), ('Target-1', 'man', 49), ('Action-1', 'died', 57), ('Action-1', 'injuries', 69), ('Action-1', 'shooting', 83), ('Location', 'Blue Springs', 97), ('Action-1', 'killed', 125), ('Target-1', 'woman', 134), ('Source-2', 'police', 141), ('Action-2', 'said', 148)]","[[('Target-1', 'man'), ('Action-1', 'died')], [('Target-1', 'man'), ('Action-1', 'injuries')], [('Target-1', 'man'), ('Action-1', 'shooting')], [('Action-1', 'killed'), ('Target-1', 'woman')], [('Source-2', 'police'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
avJ.VYEQxqLIdZoiHOAr7Zhdi6pu-cameo_100.csv_47,"No. 98 sentences Britain's left-wing Labour leader, Jeremy Corbyn, was dismissed by many as a political no-hoper but with the General Election on course for political deadlock he could conceivably become the U.K.'s next prime minister.",No. 98 ,"Britain's left-wing Labour leader, Jeremy Corbyn, was dismissed by many as a political no-hoper but with the General Election on course for political deadlock he could conceivably become the U.K.'s next prime minister.",True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
abRtyyFZzh4O8SyqLVwfB6vVHF0m-cameo_100.csv_46,"No. 29 sentences FILE - In this Sept. 9, 2020, file photo U.S. Attorney Thomas Kirsch for the Northern District of Indiana listens during a news conference at the Dirksen Federal Building in Chicago.",No. 29 ,"FILE - In this Sept. 9, 2020, file photo U.S. Attorney Thomas Kirsch for the Northern District of Indiana listens during a news conference at the Dirksen Federal Building in Chicago.",True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
a.8fqHjtV2edArdVp2TSbf593zLi-cameo_100.csv_43,No. 97 sentences Enrollments on federal and state exchanges picked up after slow start in October.,No. 97 ,Enrollments on federal and state exchanges picked up after slow start in October.,True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
a6jDI8CIjNdlFQRx8mgognO8dzU0-cameo_100.csv_44,"No. 32 sentences HONG KONG, March 21 (Xinhua) -- Carrie Lam, the chief executive of the Hong Kong Special Administrative Region (HKSAR), said on Saturday that she was confident that Hong Kong will thrive and soar higher with the full support of the central authorities.",No. 32 ,"HONG KONG, March 21 (Xinhua) -- Carrie Lam, the chief executive of the Hong Kong Special Administrative Region (HKSAR), said on Saturday that she was confident that Hong Kong will thrive and soar higher with the full support of the central authorities.",True,"[('Location', 'HONG KONG', 0), ('Time', 'March 21', 11), ('Source-1', 'chief executive of the Hong Kong Special Administrative Region', 48), ('Action-1', 'said', 120), ('Action-1', 'Hong Kong will thrive and soar higher with the full support of the central authorities', 165)]","[[('Source-1', 'chief executive of the Hong Kong Special Administrative Region'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Location', 'HONG KONG', 0), ('Time', 'March 21', 11), ('Source-1', 'chief executive of the Hong Kong Special Administrative Region', 48), ('Action-1', 'said', 120), ('Time', 'Saturday', 128), ('Source-1', 'she', 142), ('Action-1', 'confident that Hong Kong will thrive and soar higher with the full support of the central authorities', 150), ('Location', 'Hong Kong', 165)]",[],True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Location', 'HONG KONG', 0), ('Time', 'March 21', 11), ('Source-1', 'Carrie Lam', 32), ('Action-1', 'said', 120), ('Time', 'Saturday', 128), ('Source-1', 'she', 142), ('Action-1', 'was confident that Hong Kong will thrive and soar higher', 146)]","[[('Source-1', 'Carrie Lam'), ('Action-1', 'said')], [('Source-1', 'Carrie Lam'), ('Action-1', 'was confident that Hong Kong will thrive and soar higher')], [('Source-1', 'she'), ('Action-1', 'said')], [('Source-1', 'she'), ('Action-1', 'was confident that Hong Kong will thrive and soar higher')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],,,,,,True,"[('Location', 'HONG KONG', 0), ('Source-1', 'Carrie Lam, the chief executive of the Hong Kong Special Administrative Region', 32), ('Action-1', 'said', 120), ('Time', 'Saturday', 128), ('Target-2', 'Hong Kong', 165), ('Action-2', 'with the full support', 203), ('Source-2', 'central authorities', 232)]","[[('Source-1', 'Carrie Lam, the chief executive of the Hong Kong Special Administrative Region'), ('Action-1', 'said')], [('Source-2', 'central authorities'), ('Action-2', 'with the full support')], [('Action-2', 'with the full support'), ('Target-2', 'Hong Kong')]]",True,0-Make a Statement,0-1 Make Public Statement,2-Material Cooperation,2-7 Provide Aid,,,,
aW.7WipxTD2EH3QTCGmjMrh2HhR0-cameo_100.csv_45,No. 69 sentences Egypt activist released in case that raises fears for democracy World News Asma Alsharif,No. 69 ,Egypt activist released in case that raises fears for democracy World News Asma Alsharif,True,"[('Target-1', 'Egypt activist', 0), ('Action-1', 'released', 15)]","[[('Target-1', 'Egypt activist'), ('Action-1', 'released')]]",True,2-Material Cooperation,2-8 Yield,,,,,True,"[('Target-1', 'Egypt activist', 0), ('Action-1', 'released', 15)]","[[('Target-1', 'Egypt activist'), ('Action-1', 'released')]]",True,2-Material Cooperation,2-8 Yield,,,,,True,"[('Target-1', 'Egypt activist', 0), ('Action-1', 'released', 15)]","[[('Action-1', 'released'), ('Target-1', 'Egypt activist')]]",True,2-Material Cooperation,2-8 Yield,,,,,False,[],[],,,,,,True,"[('Target-1', 'Egypt activist', 0), ('Action-1', 'released', 15)]","[[('Action-1', 'released'), ('Target-1', 'Egypt activist')]]",True,2-Material Cooperation,2-8 Yield,,,,,,
arsDU3OA8Ax8qnQL2JTHB1.3KRgS-cameo_100.csv_41,No. 43 sentences PHILADELPHIA - It was supposed to be a day dedicated to working better together.,No. 43 ,PHILADELPHIA - It was supposed to be a day dedicated to working better together.,True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
axVoBNO0ZMStD6ZoVOgLRzVo.h3O-cameo_100.csv_42,"No. 40 sentences The family of Woolwich murder suspect Michael Adebolajo have broken their silence, issuing a statement in which they condemned acts of terror and religious violence and sent their ""heartfelt condolences"" to the family of Lee Rigby.",No. 40 ,"The family of Woolwich murder suspect Michael Adebolajo have broken their silence, issuing a statement in which they condemned acts of terror and religious violence and sent their ""heartfelt condolences"" to the family of Lee Rigby.",True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
aJQFZYIQWYtT0qem1VRvHxagoZO8-cameo_100.csv_40,"No. 71 sentences NEW YORK -- St. Joe Minerals Corp. said Monday it has filed suit in federal court in Kansas City to block the $2 billion takeover bid by Joseph E. Seagram & Sons, Inc., the U.S. subsidiary of Canada's Seagram empire.",No. 71 ,"NEW YORK -- St. Joe Minerals Corp. said Monday it has filed suit in federal court in Kansas City to block the $2 billion takeover bid by Joseph E. Seagram & Sons, Inc., the U.S. subsidiary of Canada's Seagram empire.",True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
aAaay7VS8Huc4XIbi50mS9K_knLW-cameo_100.csv_38,"No. 85 sentences SINGAPORE: From January next year, the government will provide subsidies of up to 80 per cent to intellectually disabled persons attending day activity centres on a part-time basis.",No. 85 ,"SINGAPORE: From January next year, the government will provide subsidies of up to 80 per cent to intellectually disabled persons attending day activity centres on a part-time basis.",True,[],[],False,,,,,,,True,"[('Location', 'SINGAPORE', 0), ('Time', 'January next year', 16), ('Source-1', 'government', 39), ('Action-1', 'will provide subsidies', 50), ('Target-1', 'intellectually disabled persons', 97)]","[[('Source-1', 'government'), ('Action-1', 'will provide subsidies')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,True,"[('Location', 'SINGAPORE', 0), ('Time', 'January next year', 16), ('Source-1', 'the government', 35), ('Action-1', 'will provide subsidies', 50), ('Target-1', 'intellectually disabled persons', 97)]","[[('Source-1', 'the government'), ('Action-1', 'will provide subsidies')], [('Action-1', 'will provide subsidies'), ('Target-1', 'intellectually disabled persons')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,False,[],[],,,,,,True,"[('Location', 'SINGAPORE', 0), ('Time', 'January next year', 16), ('Source-1', 'government', 39), ('Action-1', 'will provide subsidies', 50), ('Target-1', 'intellectually disabled persons', 97)]","[[('Source-1', 'government'), ('Action-1', 'will provide subsidies')], [('Action-1', 'will provide subsidies'), ('Target-1', 'intellectually disabled persons')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,,
aGtAdaRpKMfLBjiBMMaTAU6z1e5y-cameo_100.csv_39,No. 77 sentences  A bill that would see a Virginia post office named in honor of a University of Virginia alumnus killed in action in Iraq is heading to President Donald Trump's desk.,No. 77 , A bill that would see a Virginia post office named in honor of a University of Virginia alumnus killed in action in Iraq is heading to President Donald Trump's desk.,True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,"[('Source-1', 'bill', 3), ('Target-1', 'Virginia post office', 25), ('Action-1', 'named in honor of a University of Virginia alumnus killed in action in Iraq', 46)]","[[('Source-1', 'bill'), ('Action-1', 'named in honor of a University of Virginia alumnus killed in action in Iraq')], [('Action-1', 'named in honor of a University of Virginia alumnus killed in action in Iraq'), ('Target-1', 'Virginia post office')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
aoCd5eTMl39huFdkU_oLc3oN733S-cameo_100.csv_33,"No. 17 sentences BERLIN (Reuters) - Former finance minister Wolfgang Schaeuble was elected speaker of Germany's lower house of parliament on Tuesday, tasked with keeping order in a body where decades of conciliatory conventions are under threat from the arrival of the far",No. 17 ,"BERLIN (Reuters) - Former finance minister Wolfgang Schaeuble was elected speaker of Germany's lower house of parliament on Tuesday, tasked with keeping order in a body where decades of conciliatory conventions are under threat from the arrival of the far",True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,"[('Target-1', 'Former finance minister Wolfgang Schaeuble', 19), ('Action-1', 'was elected', 62), ('Time', 'Tuesday', 124)]","[[('Action-1', 'was elected'), ('Target-1', 'Former finance minister Wolfgang Schaeuble')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,,,,,,
a0YoUjXjtQcqTQNxt9GYoPHTriM4-cameo_100.csv_37,"No. 75 sentences NEW YORK (Reuters) - Bruce Springsteen was fined $500 on Wednesday after the rock 'n' roll legend pleaded guilty to a charge of consuming alcohol at a federally run New Jersey beach in November, and prosecutors dropped drunken driving and",No. 75 ,"NEW YORK (Reuters) - Bruce Springsteen was fined $500 on Wednesday after the rock 'n' roll legend pleaded guilty to a charge of consuming alcohol at a federally run New Jersey beach in November, and prosecutors dropped drunken driving and",True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
ap8DO_WSs_s5uKC8F.7PGcVSH7xK-cameo_100.csv_35,"No. 33 sentences Angela Merkel kicks off her re-election drive on Tuesday at a congress of her conservative Christian Democrats (CDU), where the chancellor will be feted like a star for defending German interests in the euro zone crisis.",No. 33 ,"Angela Merkel kicks off her re-election drive on Tuesday at a congress of her conservative Christian Democrats (CDU), where the chancellor will be feted like a star for defending German interests in the euro zone crisis.",True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,"[('Target-1', 'Angela Merkel', 0), ('Time', 'Tuesday', 49), ('Source-1', 'conservative Christian Democrats', 78), ('Action-1', 'will be feted', 139)]","[[('Source-1', 'conservative Christian Democrats'), ('Action-1', 'will be feted')], [('Action-1', 'will be feted'), ('Target-1', 'Angela Merkel')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,,,,,,
ar_b9PMZECNO4mt1gGXoC2F0cGmm-cameo_100.csv_36,"No. 61 sentences FATEHGARH SAHIB: A youth hailing from Khant village near Khamano town of Fategarh Sahib district, was found dead at a dairy farm in Verona district of Italy, his family said on Tuesday.",No. 61 ,"FATEHGARH SAHIB: A youth hailing from Khant village near Khamano town of Fategarh Sahib district, was found dead at a dairy farm in Verona district of Italy, his family said on Tuesday.",True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
awdcGBUC0FaUZgS5W8Qyvrdkoox4-cameo_100.csv_34,"No. 11 sentences An anonymous tip and five weeks of an undercover Anaheim police investigation resulted in the seizure in Mission Viejo of 121 pounds of cocaine, $17,000 in cash and the arrests of five people in connection with an alleged drug trafficking ring, authorities",No. 11 ,"An anonymous tip and five weeks of an undercover Anaheim police investigation resulted in the seizure in Mission Viejo of 121 pounds of cocaine, $17,000 in cash and the arrests of five people in connection with an alleged drug trafficking ring, authorities",True,"[('Source-1', 'Anaheim police', 49), ('Action-1', 'seizure', 94), ('Location', 'Mission Viejo', 105), ('Target-1', 'cocaine', 136)]",[],True,4-Material Conflict,4-17 Coerce,,,,,True,"[('Source-1', 'Anaheim police', 49), ('Action-1', 'seizure', 94), ('Location', 'Mission Viejo', 105), ('Target-1', 'cocaine', 136), ('Target-1', 'cash', 156), ('Action-2', 'arrests', 169), ('Target-2', 'people in connection with an alleged drug trafficking ring', 185)]","[[('Source-1', 'Anaheim police'), ('Action-1', 'seizure')], [('Action-2', 'arrests'), ('Target-2', 'people in connection with an alleged drug trafficking ring')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-17 Coerce,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
asNXqxy4ZUpemAtH8tXNJ1SndIqu-cameo_100.csv_28,"No. 48 sentences NOWSHERA: District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli, Friday suspended a clerk and launched a probe after the District Bar Association boycotted courts to protest the lock-down of the courts by the clerical staff the previous day.",No. 48 ,"NOWSHERA: District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli, Friday suspended a clerk and launched a probe after the District Bar Association boycotted courts to protest the lock-down of the courts by the clerical staff the previous day.",True,[],[],True,,,,,,,True,"[('Location', 'NOWSHERA', 0), ('Target-1', 'NOWSHERA', 0), ('Source-1', 'District and Sessions Judge of Nowshera', 10), ('Time', 'Friday', 72), ('Action-1', 'suspended', 79), ('Target-1', 'clerk', 91), ('Action-1', 'launched a probe', 101), ('Source-2', 'District Bar Association', 128), ('Action-2', 'boycotted', 153), ('Target-2', 'courts', 163), ('Action-2', 'protest', 173)]","[[('Source-1', 'District and Sessions Judge of Nowshera'), ('Action-1', 'suspended')], [('Source-2', 'District Bar Association'), ('Action-2', 'boycotted')]]",True,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-14 Protest,,,True,"[('Location', 'NOWSHERA', 0), ('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Time', 'Friday', 72), ('Action-1', 'suspended', 79), ('Target-1', 'clerk', 91), ('Action-2', 'launched a probe', 101), ('Source-2', 'District Bar Association', 128), ('Action-3', 'boycotted courts', 153)]","[[('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-1', 'suspended')], [('Action-1', 'suspended'), ('Target-1', 'clerk')], [('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-2', 'launched a probe')], [('Source-2', 'District Bar Association'), ('Action-3', 'boycotted courts')]]",True,3-Verbal Conflict,3-11 Disapprove,3-Verbal Conflict,3-9 Investigate,4-Material Conflict,4-14 Protest,False,[],[],,,,,,True,"[('Location', 'NOWSHERA', 0), ('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Time', 'Friday', 72), ('Action-1', 'suspended', 79), ('Target-1', 'clerk', 91), ('Action-2', 'launched a probe', 101), ('Source-3', 'District Bar Association', 128), ('Action-3', 'boycotted', 153), ('Target-3', 'courts', 163), ('Action-3', 'protest', 173), ('Action-4', 'lock-down', 185), ('Target-3', 'clerical staff', 216), ('Source-4', 'clerical staff', 216)]","[[('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-1', 'suspended')], [('Action-1', 'suspended'), ('Target-1', 'clerk')], [('Source-3', 'District Bar Association'), ('Action-3', 'boycotted')], [('Source-3', 'District Bar Association'), ('Action-3', 'protest')], [('Action-3', 'boycotted'), ('Target-3', 'courts')], [('Action-3', 'protest'), ('Target-3', 'courts')], [('Source-4', 'clerical staff'), ('Action-4', 'lock-down')], [('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-2', 'launched a probe')], [('Action-3', 'protest'), ('Source-4', 'clerical staff')], [('Action-4', 'lock-down'), ('Target-3', 'courts')]]",True,4-Material Conflict,4-17 Coerce,3-Verbal Conflict,3-9 Investigate,4-Material Conflict,4-14 Protest,4-Material Conflict,4-17 Coerce
ayZ6D92MfaW3XHysU3yC_AeE861K-cameo_100.csv_32,No. 87 sentences WASHINGTON -- Lame-duck lawmakers return to Washington on Monday facing a stacked agenda and not much time to get it all done before the new Congress convenes in January and a Republican takeover is complete.,No. 87 ,WASHINGTON -- Lame-duck lawmakers return to Washington on Monday facing a stacked agenda and not much time to get it all done before the new Congress convenes in January and a Republican takeover is complete.,True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
acR8A_Grucj2eFDBtwq9JjxZMffu-cameo_100.csv_30,"No. 81 sentences LAHORE: Imran Khan did not talk about rigging for a year but then a section of establishment had conspired and launched him and Dr Tahirul Qadri, said Najam Sethi on Friday.",No. 81 ,"LAHORE: Imran Khan did not talk about rigging for a year but then a section of establishment had conspired and launched him and Dr Tahirul Qadri, said Najam Sethi on Friday.",True,[],[],True,,,,,,,True,[],[],False,,,,,,,True,"[('Location', 'LAHORE', 0), ('Target-1', 'Imran Khan', 8), ('Source-1', 'a section of establishment', 66), ('Action-1', 'conspired and launched', 97), ('Target-1', 'him', 120), ('Target-1', 'Dr Tahirul Qadri', 128), ('Action-2', 'said', 146), ('Source-2', 'Najam Sethi', 151), ('Time', 'Friday', 166)]","[[('Source-1', 'a section of establishment'), ('Action-1', 'conspired and launched')], [('Action-1', 'conspired and launched'), ('Target-1', 'Imran Khan')], [('Action-1', 'conspired and launched'), ('Target-1', 'him')], [('Action-1', 'conspired and launched'), ('Target-1', 'Dr Tahirul Qadri')], [('Source-2', 'Najam Sethi'), ('Action-2', 'said')]]",True,4-Material Conflict,4-14 Protest,0-Make a Statement,0-1 Make Public Statement,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
auuBYpb9_YxSVddb3kwBAVvcw4hu-cameo_100.csv_31,"No. 58 sentences ISLAMABAD: In India, Congress general secretary Priyanka Gandhi Vadra says Jammu and Kashmir has been under dictatorship for the past one year.",No. 58 ,"ISLAMABAD: In India, Congress general secretary Priyanka Gandhi Vadra says Jammu and Kashmir has been under dictatorship for the past one year.",True,[],[],True,,,,,,,True,[],[],False,,,,,,,True,"[('Location', 'India', 14), ('Source-1', 'Congress general secretary Priyanka Gandhi Vadra', 21), ('Action-1', 'says', 70)]","[[('Source-1', 'Congress general secretary Priyanka Gandhi Vadra'), ('Action-1', 'says')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],,,,,,True,"[('Location', 'India', 14), ('Source-1', 'Congress general secretary Priyanka Gandhi Vadra', 21), ('Action-1', 'says', 70)]","[[('Source-1', 'Congress general secretary Priyanka Gandhi Vadra'), ('Action-1', 'says')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
akSCs1JfEqmqhdU_k0Pt0L8iAznS-cameo_100.csv_29,No. 15 sentences The French Defence Minister says two French journalists who were abducted in Syria in June are alive.,No. 15 ,The French Defence Minister says two French journalists who were abducted in Syria in June are alive.,True,[],[],True,,,,,,,True,"[('Source-1', 'French Defence Minister', 4), ('Action-1', 'says', 28), ('Target-1', 'French journalists', 37), ('Action-2', 'abducted', 65), ('Location', 'Syria', 77), ('Time', 'June', 86)]","[[('Source-1', 'French Defence Minister'), ('Action-1', 'says')], [('Action-1', 'says'), ('Target-1', 'French journalists')], [('Target-1', 'French journalists'), ('Action-2', 'abducted')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-18 Assualt,,,True,"[('Source-1', 'French Defence Minister', 4), ('Action-1', 'says', 28), ('Target-1', 'French journalists', 37), ('Action-2', 'abducted', 65), ('Location', 'Syria', 77), ('Time', 'June', 86)]","[[('Source-1', 'French Defence Minister'), ('Action-1', 'says')], [('Action-2', 'abducted'), ('Target-1', 'French journalists')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-18 Assualt,,,False,[],[],,,,,,True,"[('Source-1', 'French Defence Minister', 4), ('Action-1', 'says', 28), ('Target-2', 'French journalists', 37), ('Action-2', 'were abducted', 60), ('Location', 'Syria', 77), ('Time', 'June', 86)]","[[('Source-1', 'French Defence Minister'), ('Action-1', 'says')], [('Action-2', 'were abducted'), ('Target-2', 'French journalists')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-18 Assualt,,,,
adi8N7JtSL4QVfZ.Bp_.oT.ojoRG-cameo_100.csv_26,"No. 79 sentences Raipur, India - Rights activists in the Indian state of Chhattisgarh have called for action against security forces after a judicial inquiry established that the killing of Indigenous people in 2012 was staged and that victims were unarmed civilians.",No. 79 ,"Raipur, India - Rights activists in the Indian state of Chhattisgarh have called for action against security forces after a judicial inquiry established that the killing of Indigenous people in 2012 was staged and that victims were unarmed civilians.",True,[],[],True,,,,,,,True,[],[],False,,,,,,,True,"[('Location', 'Raipur, India', 0), ('Source-1', 'Rights activists in the Indian state of Chhattisgarh', 16), ('Action-1', 'called for action against', 74), ('Target-1', 'security forces', 100), ('Source-2', 'judicial inquiry', 124), ('Action-2', 'established that the killing of Indigenous people in 2012 was staged and that victims were unarmed', 141)]","[[('Source-1', 'Rights activists in the Indian state of Chhattisgarh'), ('Action-1', 'called for action against')], [('Action-1', 'called for action against'), ('Target-1', 'security forces')], [('Source-2', 'judicial inquiry'), ('Action-2', 'established that the killing of Indigenous people in 2012 was staged and that victims were unarmed')]]",True,3-Verbal Conflict,3-10 Demand,3-Verbal Conflict,3-11 Disapprove,,,False,[],[],,,,,,True,"[('Location', 'Raipur, India', 0), ('Source-1', 'Rights activists', 16), ('Action-1', 'have called for action', 69), ('Target-1', 'security forces', 100), ('Source-2', 'security forces', 100), ('Action-2', 'killing', 162), ('Time', '2012', 194), ('Target-2', 'unarmed civilians', 232)]","[[('Source-1', 'Rights activists'), ('Action-1', 'have called for action')], [('Source-2', 'security forces'), ('Action-2', 'killing')], [('Action-2', 'killing'), ('Target-2', 'unarmed civilians')], [('Action-1', 'have called for action'), ('Source-2', 'security forces')]]",True,3-Verbal Conflict,3-10 Demand,4-Material Conflict,4-18 Assualt,,,,
a7usUn7d0HBKGOvFb1nKW7xBSI2K-cameo_100.csv_19,"No. 50 sentences Hoshyar Zebari, former Iraqi foreign minister, speaks during a press conference in Irbil, the capital of the semi-autonomous Kurdish region of northern Iraq on Aug. 8.",No. 50 ,"Hoshyar Zebari, former Iraqi foreign minister, speaks during a press conference in Irbil, the capital of the semi-autonomous Kurdish region of northern Iraq on Aug. 8.",True,[],[],True,,,,,,,True,[],[],False,,,,,,,True,"[('Source-1', 'Hoshyar Zebari, former Iraqi foreign minister', 0), ('Action-1', 'speaks', 47), ('Location', 'Irbil, the capital of the semi-autonomous Kurdish region of northern Iraq', 83), ('Time', 'Aug. 8', 160)]","[[('Source-1', 'Hoshyar Zebari, former Iraqi foreign minister'), ('Action-1', 'speaks')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],,,,,,True,"[('Source-1', 'Hoshyar Zebari, former Iraqi foreign minister', 0), ('Action-1', 'speaks', 47), ('Location', 'Irbil, the capital of the semi-autonomous Kurdish region of northern Iraq', 83), ('Time', 'Aug. 8', 160)]","[[('Source-1', 'Hoshyar Zebari, former Iraqi foreign minister'), ('Action-1', 'speaks')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
aEYnkfDF3zoax9immMiwsEARinRO-cameo_100.csv_21,"No. 36 sentences Afghan President Mohammad Ashraf Ghani (C) speaks during the Eid al-Fitr prayer at the presidential palace in Kabul, capital of Afghanistan, June 4, 2019.",No. 36 ,"Afghan President Mohammad Ashraf Ghani (C) speaks during the Eid al-Fitr prayer at the presidential palace in Kabul, capital of Afghanistan, June 4, 2019.",True,[],[],True,,,,,,,True,"[('Source-1', 'Afghan President', 0), ('Action-1', 'speaks', 43), ('Location', 'Kabul', 110), ('Location', 'Afghanistan', 128), ('Time', 'June 4, 2019', 141)]","[[('Source-1', 'Afghan President'), ('Action-1', 'speaks')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Afghan President Mohammad Ashraf Ghani', 0), ('Action-1', 'speaks', 43), ('Location', 'Kabul', 110), ('Location', 'Afghanistan', 128), ('Time', 'June 4, 2019', 141)]","[[('Source-1', 'Afghan President Mohammad Ashraf Ghani'), ('Action-1', 'speaks')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],,,,,,True,"[('Source-1', 'Afghan President Mohammad Ashraf Ghani', 0), ('Action-1', 'speaks', 43), ('Location', 'presidential palace in Kabul, capital of Afghanistan', 87), ('Time', 'June 4, 2019', 141)]","[[('Source-1', 'Afghan President Mohammad Ashraf Ghani'), ('Action-1', 'speaks')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
