ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Action3_CAMEO_3,Action3-PentaClass_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
adi8N7JtSL4QVfZ.Bp_.oT.ojoRG-cameo_100.csv_58,"No. 79 sentences Raipur, India - Rights activists in the Indian state of Chhattisgarh have called for action against security forces after a judicial inquiry established that the killing of Indigenous people in 2012 was staged and that victims were unarmed civilians.",No. 79 ,"Raipur, India - Rights activists in the Indian state of Chhattisgarh have called for action against security forces after a judicial inquiry established that the killing of Indigenous people in 2012 was staged and that victims were unarmed civilians.",True,"[('Source-1', 'Rights activists', 16), ('Location', 'Indian state of Chhattisgarh', 40), ('Action-1', 'have called for action', 69), ('Target-1', 'security forces', 100)]",[],True,3-Verbal Conflict,3-10 Demand,,,,,False,[],[],True,"[('Location', 'Raipur, India', 0), ('Source-1', 'Rights activists in the Indian state of Chhattisgarh', 16), ('Action-1', 'called for action against', 74), ('Target-1', 'security forces', 100), ('Source-2', 'judicial inquiry', 124), ('Action-2', 'established that the killing of Indigenous people in 2012 was staged', 141)]","[[('Source-1', 'Rights activists in the Indian state of Chhattisgarh'), ('Action-1', 'called for action against')], [('Action-1', 'called for action against'), ('Target-1', 'security forces')], [('Source-2', 'judicial inquiry'), ('Action-2', 'established that the killing of Indigenous people in 2012 was staged')]]",True,3-Verbal Conflict,3-10 Demand,3-Verbal Conflict,3-11 Disapprove,,,True,"[('Location', 'Raipur, India', 0), ('Source-1', 'Rights activists in the Indian state of Chhattisgarh', 16), ('Action-1', 'called for action against', 74), ('Target-1', 'security forces', 100), ('Action-2', 'killing', 162), ('Target-2', 'Indigenous people', 173), ('Time', '2012', 194)]","[[('Source-1', 'Rights activists in the Indian state of Chhattisgarh'), ('Action-1', 'called for action against')], [('Action-1', 'called for action against'), ('Target-1', 'security forces')], [('Action-2', 'killing'), ('Target-2', 'Indigenous people')]]",True,3-Verbal Conflict,3-10 Demand,4-Material Conflict,4-19 Fight,,,True,"[('Source-1', 'Rights activists', 16), ('Location', 'Indian state of Chhattisgarh', 40), ('Action-1', 'have called for action', 69), ('Source-2', 'security forces', 100), ('Action-2', 'killing', 162), ('Time', '2012', 194), ('Target-2', 'unarmed civilians', 232)]","[[('Source-1', 'Rights activists'), ('Action-1', 'have called for action')], [('Source-2', 'security forces'), ('Action-2', 'killing')], [('Action-2', 'killing'), ('Target-2', 'unarmed civilians')]]",True,3-Verbal Conflict,3-10 Demand,4-Material Conflict,4-18 Assualt,,,,
ayZ6D92MfaW3XHysU3yC_AeE861K-cameo_100.csv_59,No. 87 sentences WASHINGTON -- Lame-duck lawmakers return to Washington on Monday facing a stacked agenda and not much time to get it all done before the new Congress convenes in January and a Republican takeover is complete.,No. 87 ,WASHINGTON -- Lame-duck lawmakers return to Washington on Monday facing a stacked agenda and not much time to get it all done before the new Congress convenes in January and a Republican takeover is complete.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
afwsTSrEOazU2rU9Fz4LtFnKY_sa-cameo_100.csv_62,No. 51 sentences Guwahati: Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta has said BJP has not informed the AGP regarding the chief ministerial candidate of the four-party alliance.,No. 51 ,Guwahati: Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta has said BJP has not informed the AGP regarding the chief ministerial candidate of the four-party alliance.,True,"[('Location', 'Guwahati', 0), ('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta', 10), ('Action-1', 'said', 91), ('Target-1', 'BJP', 96)]","[[('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta'), ('Action-1', 'said')], [('Target-1', 'BJP'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],True,"[('Location', 'Guwahati', 0), ('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta', 10), ('Action-1', 'said', 91)]","[[('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Location', 'Guwahati', 0), ('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta', 10), ('Action-1', 'said', 91), ('Source-2', 'BJP', 96), ('Action-2', 'has not informed', 100), ('Target-2', 'AGP', 121)]","[[('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta'), ('Action-1', 'said')], [('Source-2', 'BJP'), ('Action-2', 'has not informed')], [('Action-2', 'has not informed'), ('Target-2', 'AGP')]]",True,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-16 Reduce Relations,,,True,"[('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta', 10), ('Action-1', 'has said', 87), ('Source-2', 'BJP', 96), ('Action-2', 'has not informed', 100), ('Target-2', 'AGP', 121)]","[[('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta'), ('Action-1', 'has said')], [('Source-2', 'BJP'), ('Action-2', 'has not informed')], [('Action-2', 'has not informed'), ('Target-2', 'AGP')]]",True,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-12 Reject,,,,
aK4k5jEFh0X2gpyK3U54QR8L.HbC-cameo_100.csv_60,"No. 91 sentences NEW YORK, Feb. 27 (UPI) -- The deaths of three New York children allegedly drowned by their mother has Nassau County officials admitting child welfare workers made a series of mistakes.",No. 91 ,"NEW YORK, Feb. 27 (UPI) -- The deaths of three New York children allegedly drowned by their mother has Nassau County officials admitting child welfare workers made a series of mistakes.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aC1aEw0SBDlmxwH7e_8_Ol8Km7Qu-cameo_100.csv_57,"No. 84 sentences The long-range missile was thought to be a Taepodong 2 and failed about 35 seconds after launch, US state department officials said on Wednesday.",No. 84 ,"The long-range missile was thought to be a Taepodong 2 and failed about 35 seconds after launch, US state department officials said on Wednesday.",True,"[('Target-1', 'long-range missile', 4), ('Action-1', 'failed', 59), ('Source-2', 'US state department officials', 97), ('Action-2', 'said', 127)]","[[('Target-1', 'long-range missile'), ('Action-1', 'failed')], [('Action-2', 'said'), ('Source-2', 'US state department officials')]]",True,4-Material Conflict,4-20 Unconv. Mass Violence,0-Make a Statement,0-1 Make Public Statement,,,False,[],[],True,"[('Source-1', 'US state department officials', 97), ('Action-1', 'said', 127), ('Time', 'Wednesday', 135)]","[[('Source-1', 'US state department officials'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Target-1', 'The long-range missile', 0), ('Target-1', 'Taepodong 2', 43), ('Action-1', 'failed', 59), ('Action-1', 'after launch', 83), ('Source-2', 'US state department officials', 97), ('Action-2', 'said', 127)]","[[('Action-1', 'failed'), ('Target-1', 'Taepodong 2')], [('Action-1', 'failed'), ('Target-1', 'The long-range missile')], [('Action-1', 'after launch'), ('Target-1', 'Taepodong 2')], [('Action-1', 'after launch'), ('Target-1', 'The long-range missile')], [('Source-2', 'US state department officials'), ('Action-2', 'said')]]",True,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Source-1', 'US state department officials', 97), ('Action-1', 'said', 127), ('Time', 'Wednesday', 135)]","[[('Source-1', 'US state department officials'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
aaJzbryOsAyFxS4xfU30r4qUTRDu-cameo_100.csv_61,No. 70 sentences Paris police were astonished to find a car stopped in the middle of Paris's busy ringroad and its driver slumped asleep over the steering wheel on Tuesday night.,No. 70 ,Paris police were astonished to find a car stopped in the middle of Paris's busy ringroad and its driver slumped asleep over the steering wheel on Tuesday night.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
a.OcoCrfrC44p9lm24VkX5f5SuRe-cameo_100.csv_56,"No. 22 sentences RADOVICH, Raymund - Passed away peacefully on September 24, 2003 at the age of 82, after a short bout of pneumonia.",No. 22 ,"RADOVICH, Raymund - Passed away peacefully on September 24, 2003 at the age of 82, after a short bout of pneumonia.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aV.lR6Lh_em_nTM_DW2I8czut9_W-cameo_100.csv_55,"No. 7 sentences Despite the numerous obstacles and the fallout from occasional agency missteps, there are ways to move forward and make progress, according to a recent report that surveyed 62 federal chief human capital officers (CHCOs) and human resources (HR) leaders re",No. 7 ,"Despite the numerous obstacles and the fallout from occasional agency missteps, there are ways to move forward and make progress, according to a recent report that surveyed 62 federal chief human capital officers (CHCOs) and human resources (HR) leaders re",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
ai3XfB8wTjgjd9Gas08Ml6HvnXLG-cameo_100.csv_54,"No. 19 sentences SINGAPORE: Aluminaid Team Singapore, which gave up its mission to scale Mount Everest following the Nepal earthquake, landed safely at Changi Airport on Monday night (May 4).",No. 19 ,"SINGAPORE: Aluminaid Team Singapore, which gave up its mission to scale Mount Everest following the Nepal earthquake, landed safely at Changi Airport on Monday night (May 4).",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aEYnkfDF3zoax9immMiwsEARinRO-cameo_100.csv_45,"No. 36 sentences Afghan President Mohammad Ashraf Ghani (C) speaks during the Eid al-Fitr prayer at the presidential palace in Kabul, capital of Afghanistan, June 4, 2019.",No. 36 ,"Afghan President Mohammad Ashraf Ghani (C) speaks during the Eid al-Fitr prayer at the presidential palace in Kabul, capital of Afghanistan, June 4, 2019.",True,"[('Source-1', 'Afghan President Mohammad Ashraf Ghani', 0), ('Action-1', 'speaks', 43), ('Location', 'Kabul', 110), ('Location', 'Afghanistan', 128), ('Time', 'June 4, 2019', 141)]","[[('Source-1', 'Afghan President Mohammad Ashraf Ghani'), ('Action-1', 'speaks')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],True,"[('Source-1', 'Afghan President Mohammad Ashraf Ghani', 0), ('Action-1', 'speaks', 43), ('Location', 'Kabul', 110), ('Location', 'Afghanistan', 128), ('Time', 'June 4, 2019', 141)]","[[('Source-1', 'Afghan President Mohammad Ashraf Ghani'), ('Action-1', 'speaks')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Afghan President Mohammad Ashraf Ghani', 0), ('Action-1', 'speaks', 43), ('Location', 'presidential palace in Kabul, capital of Afghanistan', 87), ('Time', 'June 4, 2019', 141)]","[[('Source-1', 'Afghan President Mohammad Ashraf Ghani'), ('Action-1', 'speaks')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Afghan President Mohammad Ashraf Ghani', 0), ('Action-1', 'speaks', 43), ('Location', 'presidential palace in Kabul, capital of Afghanistan', 87), ('Time', 'June 4, 2019', 141)]","[[('Source-1', 'Afghan President Mohammad Ashraf Ghani'), ('Action-1', 'speaks')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
aJK_74is41On.5imXGAQlF2Z.xoK-cameo_100.csv_52,No. 67 sentences Four men were indicted by a federal grand jury in Brooklyn Friday for an alleged plot to blow up New York's John F. Kennedy International Airport.,No. 67 ,Four men were indicted by a federal grand jury in Brooklyn Friday for an alleged plot to blow up New York's John F. Kennedy International Airport.,True,"[('Target-1', 'men', 5), ('Action-1', 'indicted', 14), ('Source-1', 'ederal grand jury', 29), ('Location', 'Brooklyn', 50), ('Time', 'Friday', 59)]",[],True,4-Material Conflict,4-17 Coerce,,,,,False,[],[],True,"[('Target-1', 'men', 5), ('Source-2', 'men', 5), ('Action-1', 'indicted', 14), ('Source-1', 'federal grand jury', 28), ('Location', 'Brooklyn', 50), ('Time', 'Friday', 59), ('Action-2', 'alleged plot to blow up', 73), ('Target-2', 'John F. Kennedy International Airport', 108)]","[[('Source-1', 'federal grand jury'), ('Action-1', 'indicted')], [('Action-1', 'indicted'), ('Target-1', 'men')], [('Source-2', 'men'), ('Action-2', 'alleged plot to blow up')], [('Action-2', 'alleged plot to blow up'), ('Target-2', 'John F. Kennedy International Airport')]]",True,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-18 Assualt,,,True,"[('Target-1', 'Four men', 0), ('Action-1', 'indicted', 14), ('Source-1', 'federal grand jury', 28), ('Location', 'Brooklyn', 50), ('Time', 'Friday', 59), ('Action-2', 'alleged plot to blow up', 73), ('Target-2', ""New York's John F. Kennedy International Airport"", 97)]","[[('Source-1', 'federal grand jury'), ('Action-1', 'indicted')], [('Action-1', 'indicted'), ('Target-1', 'Four men')], [('Action-2', 'alleged plot to blow up'), ('Target-2', ""New York's John F. Kennedy International Airport"")]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-18 Assualt,,,True,"[('Target-1', 'men', 5), ('Source-2', 'men', 5), ('Action-1', 'were indicted', 9), ('Source-1', 'federal grand jury', 28), ('Location', 'Brooklyn', 50), ('Time', 'Friday', 59), ('Action-2', 'plot to blow up', 81), ('Target-2', ""New York's John F. Kennedy International Airport"", 97)]","[[('Source-1', 'federal grand jury'), ('Action-1', 'were indicted')], [('Source-2', 'men'), ('Action-2', 'plot to blow up')], [('Action-2', 'plot to blow up'), ('Target-2', ""New York's John F. Kennedy International Airport"")], [('Action-1', 'were indicted'), ('Source-2', 'men')]]",True,4-Material Conflict,4-17 Coerce,3-Verbal Conflict,3-13 Threaten,,,,
aJANRuQGiQH878s.97zKt_G6Q5A0-cameo_100.csv_51,"No. 41 sentences Mahmud Hams, a photographer for Agence France-Press, was in the building that housed the news service's Gaza City office when it was struck.",No. 41 ,"Mahmud Hams, a photographer for Agence France-Press, was in the building that housed the news service's Gaza City office when it was struck.",True,"[('Target-1', ""building that housed the news service's Gaza City office"", 64), ('Action-1', 'was struck', 129)]","[[('Action-1', 'was struck'), ('Target-1', ""building that housed the news service's Gaza City office"")]]",True,4-Material Conflict,4-18 Assualt,,,,,False,[],[],True,"[('Target-1', 'Mahmud Hams, a photographer for Agence France-Press', 0), ('Target-1', ""the building that housed the news service's Gaza City office"", 60), ('Location', 'Gaza City', 104), ('Action-1', 'struck', 133)]","[[('Action-1', 'struck'), ('Target-1', ""the building that housed the news service's Gaza City office"")], [('Action-1', 'struck'), ('Target-1', 'Mahmud Hams, a photographer for Agence France-Press')]]",True,4-Material Conflict,4-18 Assualt,,,,,True,"[('Target-1', ""news service's Gaza City office"", 89), ('Action-1', 'was struck', 129)]","[[('Action-1', 'was struck'), ('Target-1', ""news service's Gaza City office"")]]",True,4-Material Conflict,4-18 Assualt,,,,,True,"[('Target-1', ""building that housed the news service's Gaza City office"", 64), ('Location', ""building that housed the news service's Gaza City office"", 64), ('Action-1', 'was struck', 129)]","[[('Action-1', 'was struck'), ('Target-1', ""building that housed the news service's Gaza City office"")]]",True,4-Material Conflict,4-18 Assualt,,,,,,
aMEqNUGpLKKrysLtXufU8sf04QAC-cameo_100.csv_41,"No. 59 sentences For The First Time In 6 Weeks, Millions Of Children In Spain Can Play Outside Again",No. 59 ,"For The First Time In 6 Weeks, Millions Of Children In Spain Can Play Outside Again",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
asNXqxy4ZUpemAtH8tXNJ1SndIqu-cameo_100.csv_40,"No. 48 sentences NOWSHERA: District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli, Friday suspended a clerk and launched a probe after the District Bar Association boycotted courts to protest the lock-down of the courts by the clerical staff the previous day.",No. 48 ,"NOWSHERA: District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli, Friday suspended a clerk and launched a probe after the District Bar Association boycotted courts to protest the lock-down of the courts by the clerical staff the previous day.",True,"[('Location', 'NOWSHERA', 0), ('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Time', 'Friday', 72), ('Action-1', 'suspended', 79), ('Target-1', 'clerk', 91), ('Action-1', 'launched a probe', 101), ('Source-2', 'District Bar Association', 128), ('Action-2', 'boycotted', 153), ('Target-2', 'courts', 163), ('Action-2', 'protest', 173)]","[[('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-1', 'launched a probe')], [('Action-1', 'suspended'), ('Target-1', 'clerk')], [('Source-2', 'District Bar Association'), ('Action-2', 'boycotted')], [('Action-2', 'boycotted'), ('Target-2', 'courts')]]",True,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-14 Protest,,,False,[],[],True,"[('Location', 'NOWSHERA', 0), ('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Time', 'Friday', 72), ('Action-1', 'launched a probe', 101), ('Source-2', 'District Bar Association', 128), ('Action-2', 'boycotted', 153), ('Target-1', 'courts', 163), ('Action-3', 'protest', 173)]","[[('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-1', 'launched a probe')], [('Source-2', 'District Bar Association'), ('Action-2', 'boycotted')], [('Source-2', 'District Bar Association'), ('Action-3', 'protest')], [('Action-2', 'boycotted'), ('Target-1', 'courts')], [('Action-3', 'protest'), ('Target-1', 'courts')]]",True,3-Verbal Conflict,3-9 Investigate,3-Verbal Conflict,3-10 Demand,4-14 Protest,4-Material Conflict,True,"[('Location', 'NOWSHERA', 0), ('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Time', 'Friday', 72), ('Action-1', 'suspended', 79), ('Target-1', 'suspended', 79), ('Target-1', 'a clerk', 89), ('Source-2', 'District Bar Association', 128), ('Action-2', 'boycotted courts to protest', 153), ('Target-2', 'the lock-down of the courts by the clerical staff the previous day.', 181)]","[[('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-1', 'suspended')], [('Action-1', 'suspended'), ('Target-1', 'a clerk')], [('Source-2', 'District Bar Association'), ('Action-2', 'boycotted courts to protest')], [('Action-2', 'boycotted courts to protest'), ('Target-2', 'the lock-down of the courts by the clerical staff the previous day.')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-14 Protest,,,True,"[('Location', 'NOWSHERA', 0), ('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli', 10), ('Time', 'Friday', 72), ('Action-1', 'suspended', 79), ('Target-1', 'clerk', 91), ('Action-2', 'launched a probe', 101), ('Source-3', 'District Bar Association', 128), ('Action-3', 'boycotted', 153), ('Target-3', 'courts', 163), ('Action-3', 'protest', 173), ('Action-4', 'lock-down', 185), ('Target-3', 'courts', 202), ('Source-4', 'clerical staff', 216), ('Target-3', 'clerical staff', 216)]","[[('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-1', 'suspended')], [('Action-1', 'suspended'), ('Target-1', 'clerk')], [('Source-3', 'District Bar Association'), ('Action-3', 'boycotted')], [('Source-3', 'District Bar Association'), ('Action-3', 'protest')], [('Action-3', 'boycotted'), ('Target-3', 'courts')], [('Action-3', 'boycotted'), ('Target-3', 'courts')], [('Source-4', 'clerical staff'), ('Action-4', 'lock-down')], [('Source-1', 'District and Sessions Judge of Nowshera, Shafiq Ahmad Tanoli'), ('Action-2', 'launched a probe')], [('Action-3', 'protest'), ('Source-4', 'clerical staff')], [('Action-4', 'lock-down'), ('Target-3', 'courts')], [('Action-4', 'lock-down'), ('Target-3', 'courts')]]",True,4-Material Conflict,4-17 Coerce,3-Verbal Conflict,3-9 Investigate,4-Material Conflict,4-14 Protest,4-Material Conflict,4-17 Coerce
aIH2LspdeOY9SyS_Vqldcy6ZhTbC-cameo_100.csv_39,No. 2 sentences WASHINGTON--A tremendous number of personnel records--including some quite personal records--have likely been stolen by computer hackers.,No. 2 ,WASHINGTON--A tremendous number of personnel records--including some quite personal records--have likely been stolen by computer hackers.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aJQFZYIQWYtT0qem1VRvHxagoZO8-cameo_100.csv_34,"No. 71 sentences NEW YORK -- St. Joe Minerals Corp. said Monday it has filed suit in federal court in Kansas City to block the $2 billion takeover bid by Joseph E. Seagram & Sons, Inc., the U.S. subsidiary of Canada's Seagram empire.",No. 71 ,"NEW YORK -- St. Joe Minerals Corp. said Monday it has filed suit in federal court in Kansas City to block the $2 billion takeover bid by Joseph E. Seagram & Sons, Inc., the U.S. subsidiary of Canada's Seagram empire.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
a.ASK1QSYAtd.kuzmE4kykZekk3e-cameo_100.csv_37,"No. 52 sentences GUATEMALA CITY -- Gunmen released two priests kidnapped earlier this week in a bloody raid that left a parish clerk dead, said Catholic Church officials, who declined to reveal details of the case.",No. 52 ,"GUATEMALA CITY -- Gunmen released two priests kidnapped earlier this week in a bloody raid that left a parish clerk dead, said Catholic Church officials, who declined to reveal details of the case.",True,"[('Location', 'GUATEMALA CITY', 0), ('Source-1', 'Gunmen', 18), ('Action-1', 'released', 25), ('Target-1', 'priests', 38), ('Action-2', 'kidnapped', 46), ('Time', 'earlier this week', 56), ('Action-2', 'raid', 86), ('Target-2', 'parish clerk', 103), ('Action-3', 'dead', 116), ('Action-4', 'said', 122), ('Source-3', 'Catholic Church officials', 127)]","[[('Source-1', 'Gunmen'), ('Action-1', 'released')], [('Target-1', 'priests'), ('Action-1', 'released')], [('Target-1', 'priests'), ('Action-2', 'kidnapped')], [('Source-3', 'Catholic Church officials'), ('Action-4', 'said')]]",True,2-Material Cooperation,2-8 Yield,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,False,[],[],True,"[('Location', 'GUATEMALA CITY', 0), ('Source-1', 'Gunmen', 18), ('Action-1', 'released', 25), ('Target-1', 'priests', 38), ('Action-2', 'kidnapped', 46), ('Time', 'earlier this week', 56), ('Source-2', 'raid', 86), ('Target-2', 'parish clerk', 103), ('Action-2', 'dead', 116), ('Action-3', 'said', 122), ('Source-3', 'Catholic Church officials', 127)]","[[('Source-1', 'Gunmen'), ('Action-1', 'released')], [('Action-1', 'released'), ('Target-1', 'priests')], [('Source-2', 'raid'), ('Action-2', 'kidnapped')], [('Source-2', 'raid'), ('Action-2', 'dead')], [('Action-2', 'dead'), ('Target-2', 'parish clerk')], [('Source-3', 'Catholic Church officials'), ('Action-3', 'said')], [('Action-2', 'kidnapped'), ('Target-1', 'priests')]]",True,2-Material Cooperation,2-8 Yield,4-Material Conflict,4-18 Assualt,0-1 Make Public Statement,0-Make a Statement,True,"[('Location', 'GUATEMALA CITY', 0), ('Source-1', 'Gunmen', 18), ('Action-1', 'released', 25), ('Target-1', 'two priests kidnapped earlier this week', 34), ('Target-1', 'earlier', 56), ('Action-2', 'said', 122), ('Source-2', 'Catholic Church officials', 127)]","[[('Source-1', 'Gunmen'), ('Action-1', 'released')], [('Action-1', 'released'), ('Target-1', 'two priests kidnapped earlier this week')], [('Source-2', 'Catholic Church officials'), ('Action-2', 'said')]]",True,2-Material Cooperation,2-8 Yield,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Location', 'GUATEMALA CITY', 0), ('Source-1', 'Gunmen', 18), ('Action-1', 'released', 25), ('Target-1', 'priests', 38), ('Action-2', 'kidnapped', 46), ('Time', 'earlier this week', 56), ('Action-3', 'said', 122), ('Source-3', 'Catholic Church officials', 127)]","[[('Source-1', 'Gunmen'), ('Action-1', 'released')], [('Action-1', 'released'), ('Target-1', 'priests')], [('Source-3', 'Catholic Church officials'), ('Action-3', 'said')], [('Source-1', 'Gunmen'), ('Action-2', 'kidnapped')], [('Action-2', 'kidnapped'), ('Target-1', 'priests')]]",True,2-Material Cooperation,2-8 Yield,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,
aAyTnsODdKlteQvMxa0fxCpk9Mfa-cameo_100.csv_35,"No. 93 sentences KOLKO, Philip - Born August 1935, passed away June 27, 2004, after a long and courageous battle against cancer.",No. 93 ,"KOLKO, Philip - Born August 1935, passed away June 27, 2004, after a long and courageous battle against cancer.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
